# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04768e-05 to 26.3433 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime          17:t_g                   18:t_b                   19:t_cdm                 20:t_ur                  21:t_ncdm[0]             22:t_ncdm[1]             23:t_ncdm[2]             24:t_tot                 25:shear_ncdm[0]         26:shear_ncdm[1]         27:shear_ncdm[2]         28:cs2_ncdm[0]           29:cs2_ncdm[1]           30:cs2_ncdm[2]           31:l3_ncdm[0]            32:l3_ncdm[1]            33:l3_ncdm[2]         
       4.774296366731e-02      -2.328042839632e-01      -1.539000977813e+02      -1.864258302482e+02      -2.327213010725e-01      -4.413703204618e+00      -4.413703204618e+00      -4.413703204618e+00      -1.772194863090e+02       1.688359658434e-01       1.688349332465e-01       3.728326853198e+02       2.927832933398e-01       2.826359743371e-01      -3.886715399555e-06       5.887971432353e-06      -5.855951439377e-06       1.440447130526e-01       1.463858744951e-01      -5.769897873172e-06       6.129394861102e-03       6.129394861100e-03       6.129394861101e-03       1.423179384524e-01       2.139356336844e-02       2.139356336844e-02       2.139356336844e-02       2.796767793731e-02       2.796767793731e-02       2.796767793731e-02       3.518424123866e-01       3.518424123866e-01       3.518424123866e-01 
       5.258365018025e-02      -2.138879242271e-01      -1.745935539151e+02      -2.071797557979e+02      -2.138113118455e-01      -4.176724802370e+00      -4.176724802370e+00      -4.176724802370e+00      -1.974775189671e+02       1.550918935121e-01       1.550911746680e-01       4.143422982631e+02       3.261168666781e-01       2.595862829260e-01      -3.525835918809e-06       5.422496946124e-06      -5.232043973815e-06       1.609076167661e-01       1.630532783283e-01      -5.155821791375e-06       5.912632481231e-03       5.912632481228e-03       5.912632481228e-03       1.585768079651e-01       1.806917458676e-02       1.806917458676e-02       1.806917458676e-02       2.762961536812e-02       2.762961536812e-02       2.762961536812e-02       3.141300450376e-01       3.141300450377e-01       3.141300450377e-01 
       5.658577284058e-02      -2.012417117672e-01      -1.938006657064e+02      -2.250459331054e+02      -2.011695828015e-01      -4.019186129612e+00      -4.019186129612e+00      -4.019186129612e+00      -2.151293258339e+02       1.459010547235e-01       1.459005004415e-01       4.500758610558e+02       3.551316632812e-01       2.441663540919e-01      -3.278368178141e-06       5.124934289535e-06      -4.782853208935e-06       1.756874364592e-01       1.775611214704e-01      -4.710211130356e-06       5.527288696405e-03       5.527288696408e-03       5.527288696402e-03       1.727411650368e-01       1.612385104458e-02       1.612385104456e-02       1.612385104459e-02       2.738733178345e-02       2.738733178345e-02       2.738733178345e-02       3.098744571226e-01       3.098744571223e-01       3.098744571229e-01 
       6.016396017101e-02      -1.914325524711e-01      -2.118452984250e+02      -2.413637415895e+02      -1.913638238400e-01      -3.911628118594e+00      -3.911628118594e+00      -3.911628118594e+00      -2.313282681258e+02       1.387808365399e-01       1.387803498178e-01       4.827124215332e+02       3.817529942654e-01       2.322219292533e-01      -3.085091983267e-06       4.973883255029e-06      -4.350808616116e-06       1.892641376672e-01       1.908722157400e-01      -4.281378783558e-06       5.472981113185e-03       5.472981113186e-03       5.472981113185e-03       1.857445924717e-01       1.600338790642e-02       1.600338790642e-02       1.600338790642e-02       2.722914692083e-02       2.722914692083e-02       2.722914692083e-02       2.861147772662e-01       2.861147772662e-01       2.861147772662e-01 
       6.350386095875e-02      -1.830695081725e-01      -2.286387488176e+02      -2.566097999499e+02      -1.830036950059e-01      -3.782858367156e+00      -3.782858367156e+00      -3.782858367156e+00      -2.464527767225e+02       1.327111199372e-01       1.327107518430e-01       5.132053079081e+02       4.066200351109e-01       2.220455964931e-01      -2.927458960508e-06       4.691727830012e-06      -4.157185578129e-06       2.019106016817e-01       2.033059269064e-01      -4.090651673065e-06       5.399234663530e-03       5.399234663528e-03       5.399234663529e-03       1.978851536509e-01       1.350936728756e-02       1.350936728756e-02       1.350936728756e-02       2.699612179590e-02       2.699612179590e-02       2.699612179590e-02       2.657546296939e-01       2.657546296940e-01       2.657546296939e-01 
       6.670407259356e-02      -1.754616593504e-01      -2.439464896379e+02      -2.709390601391e+02      -1.753985336953e-01      -3.686007100114e+00      -3.686007100114e+00      -3.686007100114e+00      -2.605958611264e+02       1.271852896122e-01       1.271849568856e-01       5.418644759911e+02       4.298940268046e-01       2.127883151896e-01      -2.794783951148e-06       4.568615543984e-06      -3.879614971228e-06       2.136758917653e-01       2.149431976660e-01      -3.815740558944e-06       5.096149333079e-03       5.096149333079e-03       5.096149333079e-03       2.092333440264e-01       1.341800591433e-02       1.341800591434e-02       1.341800591433e-02       2.690031878733e-02       2.690031878734e-02       2.690031878733e-02       2.616669047889e-01       2.616669047888e-01       2.616669047889e-01 
       6.982385922155e-02      -1.682104013787e-01      -2.575055556233e+02      -2.843742287794e+02      -1.681498671420e-01      -3.575164640019e+00      -3.575164640019e+00      -3.575164640019e+00      -2.737355221827e+02       1.219263810139e-01       1.219261057610e-01       5.687353992081e+02       4.515465318402e-01       2.039858538881e-01      -2.674746632311e-06       4.372238080221e-06      -3.713267204163e-06       2.245232415708e-01       2.257696139183e-01      -3.651999927992e-06       5.161640890984e-03       5.161640890985e-03       5.161640890984e-03       2.197818052781e-01       1.223273702676e-02       1.223273702676e-02       1.223273702676e-02       2.673286820579e-02       2.673286820579e-02       2.673286820579e-02       2.384424320089e-01       2.384424320089e-01       2.384424320089e-01 
       7.290222082995e-02      -1.611270825873e-01      -2.690921502508e+02      -2.968876749273e+02      -1.610691109732e-01      -3.458873967205e+00      -3.458873967205e+00      -3.458873967204e+00      -2.858150950891e+02       1.167825692577e-01       1.167823371743e-01       5.937628089736e+02       4.714879178046e-01       1.953828685276e-01      -2.568799346457e-06       4.188993126850e-06      -3.576071105971e-06       2.343945705215e-01       2.357404414974e-01      -3.517405423282e-06       4.817875626642e-03       4.817875626641e-03       4.817875626642e-03       2.294717906919e-01       1.118716843951e-02       1.118716843951e-02       1.118716843951e-02       2.662034179752e-02       2.662034179752e-02       2.662034179752e-02       2.352145915199e-01       2.352145915199e-01       2.352145915199e-01 
       7.596668325885e-02      -1.540910601908e-01      -2.785705479620e+02      -3.084479965229e+02      -1.540356548630e-01      -3.348646298148e+00      -3.348646298148e+00      -3.348646298148e+00      -2.967882351373e+02       1.116798585185e-01       1.116796507957e-01       6.168839459930e+02       4.896425690703e-01       1.868540992639e-01      -2.467582215281e-06       4.043686261221e-06      -3.415099173794e-06       2.432483267398e-01       2.448179254748e-01      -3.359060332612e-06       4.834952555751e-03       4.834952555751e-03       4.834952555751e-03       2.382790539682e-01       1.087707097175e-02       1.087707097175e-02       1.087707097175e-02       2.652147219440e-02       2.652147219440e-02       2.652147219440e-02       2.133504334625e-01       2.133504334625e-01       2.133504334625e-01 
       7.903780751747e-02      -1.470902152246e-01      -2.859360208565e+02      -3.190521606801e+02      -1.470373824776e-01      -3.222302961185e+00      -3.222302961185e+00      -3.222302961185e+00      -3.066513607373e+02       1.065981669413e-01       1.065979991047e-01       6.380927322359e+02       5.060031435036e-01       1.783644686415e-01      -2.373846570757e-06       3.833324175364e-06      -3.341604437408e-06       2.510876506013e-01       2.529982835362e-01      -3.288215398039e-06       4.529171624522e-03       4.529171624522e-03       4.529171624521e-03       2.461892598646e-01       9.586132025588e-03       9.586132025603e-03       9.586132025593e-03       2.636878966941e-02       2.636878966941e-02       2.636878966941e-02       2.103753787933e-01       2.103753787933e-01       2.103753787933e-01 
       8.213169971475e-02      -1.401381409008e-01      -2.913433882454e+02      -3.287464005810e+02      -1.400878707727e-01      -3.100210178310e+00      -3.100210178310e+00      -3.100210178310e+00      -3.154664700478e+02       1.015561700924e-01       1.015560149484e-01       6.574816611092e+02       5.206657793652e-01       1.699434513627e-01      -2.281826337879e-06       3.697057764103e-06      -3.199162291291e-06       2.579787905271e-01       2.603297412613e-01      -3.148421286418e-06       4.477406476200e-03       4.477406476200e-03       4.477406476201e-03       2.532620101939e-01       9.426247301718e-03       9.426247301724e-03       9.426247301719e-03       2.634628023891e-02       2.634628023891e-02       2.634628023891e-02       1.900088467951e-01       1.900088467951e-01       1.900088467951e-01 
       8.526150027488e-02      -1.333084401466e-01      -2.951318298427e+02      -3.376451887279e+02      -1.332606920802e-01      -2.974229449813e+00      -2.974229449813e+00      -2.974229449813e+00      -3.233793924044e+02       9.660090634662e-02       9.660078372061e-02       6.752796695393e+02       5.338623253298e-01       1.616680845368e-01      -2.193308666836e-06       3.482875171009e-06      -3.145182786897e-06       2.640670959181e-01       2.669280656141e-01      -3.097050851378e-06       4.230530359199e-03       4.230530359200e-03       4.230530359198e-03       2.596068600002e-01       8.175469285459e-03       8.175469285454e-03       8.175469285468e-03       2.613927520697e-02       2.613927520697e-02       2.613927520697e-02       1.847258621673e-01       1.847258621673e-01       1.847258621674e-01 
       8.843831393948e-02      -1.266866479586e-01      -2.978274578936e+02      -3.459388864817e+02      -1.266413418308e-01      -2.848061407763e+00      -2.848061407763e+00      -2.848061407764e+00      -3.306271631687e+02       9.179785248370e-02       9.179773760151e-02       6.918674906288e+02       5.459714310193e-01       1.536462287745e-01      -2.106170122579e-06       3.354202842710e-06      -3.009915365876e-06       2.695819680932e-01       2.729827512021e-01      -2.964307516647e-06       4.061090633158e-03       4.061090633160e-03       4.061090633159e-03       2.654189943666e-01       8.127843553302e-03       8.127843553306e-03       8.127843553308e-03       2.617441849437e-02       2.617441849437e-02       2.617441849437e-02       1.706825686030e-01       1.706825686030e-01       1.706825686030e-01 
       9.167181529099e-02      -1.203743294158e-01      -3.001225152388e+02      -3.538929508571e+02      -1.203313420378e-01      -2.730833109631e+00      -2.730833109631e+00      -2.730833109631e+00      -3.375340838225e+02       8.722097593343e-02       8.722088063258e-02       7.077760401827e+02       5.575133014574e-01       1.460001493763e-01      -2.019931727633e-06       3.174443808667e-06      -2.928569814254e-06       2.748310309751e-01       2.787537653773e-01      -2.885351370526e-06       3.986138689305e-03       3.986138689305e-03       3.986138689306e-03       2.709592356827e-01       7.271339263072e-03       7.271339263070e-03       7.271339263078e-03       2.599618889426e-02       2.599618889426e-02       2.599618889427e-02       1.592674989544e-01       1.592674989544e-01       1.592674989545e-01 
       9.497065679751e-02      -1.144769125805e-01      -3.028355947858e+02      -3.618374538106e+02      -1.144360794027e-01      -2.609277423944e+00      -2.609277423944e+00      -2.609277423944e+00      -3.444965918901e+02       8.294325667738e-02       8.294317976302e-02       7.236654541766e+02       5.691263528354e-01       1.388507849291e-01      -1.936377044801e-06       2.997236971195e-06      -2.852904488226e-06       2.801853277468e-01       2.845603645235e-01      -2.811894179224e-06       3.701862992608e-03       3.701862992611e-03       3.701862992609e-03       2.765410752627e-01       6.333916634855e-03       6.333916634857e-03       6.333916634846e-03       2.590066972155e-02       2.590066972155e-02       2.590066972154e-02       1.516816306399e-01       1.516816306399e-01       1.516816306399e-01 
       9.834275170957e-02      -1.090739762127e-01      -3.068337353680e+02      -3.701399153981e+02      -1.090350987695e-01      -2.513379005650e+00      -2.513379005650e+00      -2.513379005650e+00      -3.519500787188e+02       7.902626616820e-02       7.902618743098e-02       7.402707794444e+02       5.815125315936e-01       1.323002780501e-01      -1.853998902885e-06       2.924428075345e-06      -2.676589417033e-06       2.860461381218e-01       2.907536282282e-01      -2.637568632748e-06       3.578180453622e-03       3.578180453625e-03       3.578180453623e-03       2.825204311775e-01       6.890708170331e-03       6.890708170323e-03       6.890708170334e-03       2.593504025546e-02       2.593504025546e-02       2.593504025546e-02       1.442849860307e-01       1.442849860307e-01       1.442849860307e-01 
       1.017954748303e-01      -1.042213255739e-01      -3.129272361101e+02      -3.791661599178e+02      -1.041841841759e-01      -2.410312655896e+00      -2.410312655896e+00      -2.410312655896e+00      -3.603188842267e+02       7.551013332807e-02       7.551007399498e-02       7.583236608328e+02       5.953598071756e-01       1.264155678821e-01      -1.773637268759e-06       2.744548987830e-06      -2.613635333850e-06       2.927986392972e-01       2.976773272250e-01      -2.576362809801e-06       3.613026589131e-03       3.613026589128e-03       3.613026589131e-03       2.892382640395e-01       5.606715050051e-03       5.606715050050e-03       5.606715050046e-03       2.576082062335e-02       2.576082062335e-02       2.576082062335e-02       1.282675429369e-01       1.282675429369e-01       1.282675429369e-01 
       1.053358077205e-01      -9.994370896626e-02      -3.217682843373e+02      -3.892379752024e+02      -9.990807838259e-02      -2.328492319755e+00      -2.328492319755e+00      -2.328492319755e+00      -3.699680005754e+02       7.240812897699e-02       7.240807776447e-02       7.784676619410e+02       6.112610265976e-01       1.212190221290e-01      -1.697743824253e-06       2.630924482162e-06      -2.498077178031e-06       3.007662689610e-01       3.056280509918e-01      -2.462306994490e-06       3.269228300845e-03       3.269228300845e-03       3.269228300845e-03       2.969784779884e-01       5.146485122172e-03       5.146485122170e-03       5.146485122166e-03       2.564320544431e-02       2.564320544431e-02       2.564320544431e-02       1.310165466571e-01       1.310165466571e-01       1.310165466571e-01 
       1.089704452828e-01      -9.620257679823e-02      -3.336872687164e+02      -4.005654916249e+02      -9.616824637661e-02      -2.257277764330e+00      -2.257277764330e+00      -2.257277764330e+00      -3.811207735322e+02       6.969801898090e-02       6.969796972559e-02       8.011230525443e+02       6.295837614991e-01       1.166743061108e-01      -1.624448333103e-06       2.565280796817e-06      -2.342559980770e-06       3.101351987236e-01       3.147895726853e-01      -2.308064202002e-06       3.248296410840e-03       3.248296410839e-03       3.248296410840e-03       3.059322677706e-01       5.326370123697e-03       5.326370123697e-03       5.326370123694e-03       2.567485924307e-02       2.567485924307e-02       2.567485924307e-02       1.192826020423e-01       1.192826020423e-01       1.192826020423e-01 
       1.127058748593e-01      -9.292669411115e-02      -3.486157316319e+02      -4.132083448759e+02      -9.289348601955e-02      -2.194710877768e+00      -2.194710877769e+00      -2.194710877768e+00      -3.938159508768e+02       6.732486708523e-02       6.732482314330e-02       8.264090952158e+02       6.503992039648e-01       1.126908165712e-01      -1.555613502053e-06       2.484766472484e-06      -2.215485040874e-06       3.209163153026e-01       3.251974199084e-01      -2.182074032025e-06       3.183195192032e-03       3.183195192035e-03       3.183195192040e-03       3.161242225422e-01       5.083956445344e-03       5.083956445387e-03       5.083956445365e-03       2.561951372882e-02       2.561951372883e-02       2.561951372883e-02       1.150640002625e-01       1.150640002624e-01       1.150640002623e-01 
       1.165484353617e-01      -8.999659591169e-02      -3.659936333142e+02      -4.270275040549e+02      -8.996438200557e-02      -2.136532473851e+00      -2.136532473851e+00      -2.136532473851e+00      -4.078536704739e+02       6.520288975901e-02       6.520285253286e-02       8.540477289698e+02       6.733942362703e-01       1.091267069441e-01      -1.490996728125e-06       2.397023314777e-06      -2.108425945194e-06       3.328981053118e-01       3.366950421683e-01      -2.075966860287e-06       3.181031860308e-03       3.181031860296e-03       3.181031860302e-03       3.273954733861e-01       4.561684888167e-03       4.561684888160e-03       4.561684888187e-03       2.553040190020e-02       2.553040190020e-02       2.553040190021e-02       1.071724920419e-01       1.071724920421e-01       1.071724920420e-01 
       1.205043616547e-01      -8.726645051344e-02      -3.847704297794e+02      -4.416712146793e+02      -8.723516354937e-02      -2.083294422791e+00      -2.083294422791e+00      -2.083294422790e+00      -4.227841461024e+02       6.322495877939e-02       6.322492970315e-02       8.833354424642e+02       6.978516890677e-01       1.058045612424e-01      -1.431125842967e-06       2.300029705854e-06      -2.024919134517e-06       3.456401810920e-01       3.489238511860e-01      -1.993347821932e-06       3.065392312228e-03       3.065392312221e-03       3.065392312226e-03       3.393813433998e-01       3.852953074355e-03       3.852953074423e-03       3.852953074334e-03       2.540956294517e-02       2.540956294518e-02       2.540956294516e-02       1.041124734178e-01       1.041124734179e-01       1.041124734178e-01 
       1.245798179177e-01      -8.457803185180e-02      -4.034968610562e+02      -4.565970155130e+02      -8.454766865164e-02      -2.029971998924e+00      -2.029971998923e+00      -2.029971998924e+00      -4.379396164363e+02       6.127654666249e-02       6.127652069532e-02       9.131873156288e+02       7.227004538943e-01       1.025344666888e-01      -1.375533655185e-06       2.237147014897e-06      -1.920130204798e-06       3.585076506669e-01       3.613483374932e-01      -1.889453953057e-06       2.879542840121e-03       2.879542840128e-03       2.879542840219e-03       3.515458961284e-01       3.681508389338e-03       3.681508389326e-03       3.681508389401e-03       2.540433030654e-02       2.540433030654e-02       2.540433030656e-02       1.012319422669e-01       1.012319422668e-01       1.012319422654e-01 
       1.287809227277e-01      -8.178595361818e-02      -4.205271018720e+02      -4.711417122886e+02      -8.175656827775e-02      -1.978795924507e+00      -1.978795924507e+00      -1.978795924507e+00      -4.525229841040e+02       5.925336938844e-02       5.925334348387e-02       9.422769656054e+02       7.466567681740e-01       9.914324383318e-02      -1.323004872410e-06       2.191311698837e-06      -1.807413823786e-06       3.707571308603e-01       3.733266063841e-01      -1.777702922327e-06       2.810318273811e-03       2.810318273811e-03       2.810318273813e-03       3.632518422679e-01       3.885637701859e-03       3.885637701856e-03       3.885637701863e-03       2.536518173086e-02       2.536518173086e-02       2.536518173086e-02       9.707716184906e-02       9.707716184908e-02       9.707716184905e-02 
       1.331137679553e-01      -7.878602063060e-02      -4.343200450765e+02      -4.846385487194e+02      -7.875770751304e-02      -1.913951925489e+00      -1.913951925489e+00      -1.913951925489e+00      -4.657498356470e+02       5.707977588636e-02       5.707975357956e-02       9.692708836136e+02       7.684530149203e-01       9.550499870350e-02      -1.272783229500e-06       2.104459202503e-06      -1.742522525171e-06       3.816712988301e-01       3.842247935697e-01      -1.713890494462e-06       2.859248665870e-03       2.859248665868e-03       2.859248665871e-03       3.738691789299e-01       3.588036297942e-03       3.588036297944e-03       3.588036297936e-03       2.527479048022e-02       2.527479048022e-02       2.527479048022e-02       8.667002095175e-02       8.667002095178e-02       8.667002095172e-02 
       1.375844331269e-01      -7.553783286284e-02      -4.438096528925e+02      -4.965712203319e+02      -7.551070089950e-02      -1.839729883456e+00      -1.839729883456e+00      -1.839729883456e+00      -4.770323848442e+02       5.472487753239e-02       5.472485944684e-02       9.931364617392e+02       7.871333517290e-01       9.156787938571e-02      -1.224674566274e-06       2.001858219594e-06      -1.699591083217e-06       3.907291027309e-01       3.935650036990e-01      -1.672165487979e-06       2.699139908370e-03       2.699139908374e-03       2.699139908373e-03       3.829203743872e-01       3.118364285460e-03       3.118364285466e-03       3.118364285469e-03       2.518035863977e-02       2.518035863977e-02       2.518035863977e-02       8.313135463045e-02       8.313135463036e-02       8.313135463038e-02 
       1.421989966217e-01      -7.206998134157e-02      -4.487472653489e+02      -5.067249868058e+02      -7.204412427753e-02      -1.764069487760e+00      -1.764069487760e+00      -1.764069487761e+00      -4.861558601636e+02       5.221052111685e-02       5.221050518072e-02       1.013444225433e+03       8.023394104471e-01       8.736742184048e-02      -1.177411771728e-06       1.911708933616e-06      -1.646637322971e-06       3.977665776294e-01       4.011680846972e-01      -1.620526386039e-06       2.507323977542e-03       2.507323977556e-03       2.507323977470e-03       3.902362822579e-01       2.918168492356e-03       2.918168492397e-03       2.918168492414e-03       2.509264882950e-02       2.509264882951e-02       2.509264882951e-02       8.216976255419e-02       8.216976255394e-02       8.216976255517e-02 
       1.469635448792e-01      -6.848192633855e-02      -4.499337956072e+02      -5.153019122885e+02      -6.845739459636e-02      -1.686003975316e+00      -1.686003975316e+00      -1.686003975316e+00      -4.934086364416e+02       4.960930008107e-02       4.960928583140e-02       1.030598306439e+03       8.145224834143e-01       8.302338469462e-02      -1.130282033895e-06       1.825148279393e-06      -1.590436404581e-06       4.030915599144e-01       4.072596760093e-01      -1.565697835080e-06       2.348864164340e-03       2.348864164313e-03       2.348864164308e-03       3.960502344853e-01       2.794101578980e-03       2.794101579031e-03       2.794101579036e-03       2.506432914052e-02       2.506432914054e-02       2.506432914054e-02       7.482375919726e-02       7.482375919767e-02       7.482375919776e-02 
       1.518841806700e-01      -6.492461909253e-02      -4.492285822231e+02      -5.229533897144e+02      -6.490139989295e-02      -1.600347476459e+00      -1.600347476458e+00      -1.600347476460e+00      -4.996104853955e+02       4.703076828470e-02       4.703075573686e-02       1.045901491568e+03       8.249919687907e-01       7.871699749224e-02      -1.083122595335e-06       1.725886990517e-06      -1.546861331230e-06       4.075007790464e-01       4.124944609145e-01      -1.523480807643e-06       2.238736135593e-03       2.238736135698e-03       2.238736135630e-03       4.010215407703e-01       2.637569027030e-03       2.637569026873e-03       2.637569027354e-03       2.498305145375e-02       2.498305145371e-02       2.498305145384e-02       7.207156557428e-02       7.207156557280e-02       7.207156557386e-02 
       1.569670314049e-01      -6.156714010248e-02      -4.492625774345e+02      -5.306965380270e+02      -6.154515148129e-02      -1.532227811364e+00      -1.532227811366e+00      -1.532227811367e+00      -5.060005886244e+02       4.459742347070e-02       4.459741325501e-02       1.061388017484e+03       8.357375741495e-01       7.465120692124e-02      -1.036153795118e-06       1.641735139195e-06      -1.488840739376e-06       4.121649523600e-01       4.178673203485e-01      -1.466726259164e-06       2.122479153028e-03       2.122479153019e-03       2.122479152902e-03       4.061449686435e-01       2.298866532721e-03       2.298866533012e-03       2.298866533206e-03       2.496082055377e-02       2.496082055386e-02       2.496082055392e-02       7.038765362578e-02       7.038765362598e-02       7.038765362764e-02 
       1.622182584084e-01      -5.855442592489e-02      -4.528427360586e+02      -5.396954810771e+02      -5.853352797983e-02      -1.462089136508e+00      -1.462089136508e+00      -1.462089136508e+00      -5.139653924125e+02       4.241408182323e-02       4.241407215277e-02       1.079386128436e+03       8.489953848875e-01       7.100000135223e-02      -9.901038827861e-07       1.570669990375e-06      -1.420646134574e-06       4.183688161101e-01       4.244962928021e-01      -1.399641656442e-06       1.909140657356e-03       1.909140657316e-03       1.909140657348e-03       4.125330749531e-01       2.320258256980e-03       2.320258257078e-03       2.320258257046e-03       2.492912833524e-02       2.492912833528e-02       2.492912833527e-02       5.955889483720e-02       5.955889483776e-02       5.955889483733e-02 
       1.676440680502e-01      -5.596366600779e-02      -4.621369642701e+02      -5.509334129149e+02      -5.594368857072e-02      -1.396437040226e+00      -1.396437040226e+00      -1.396437040226e+00      -5.246454090513e+02       4.053826668077e-02       4.053825825817e-02       1.101862212203e+03       8.666131489686e-01       6.785919148966e-02      -9.450161955655e-07       1.493882298224e-06      -1.361249004703e-06       4.271422193798e-01       4.333052333180e-01      -1.341166292280e-06       2.090255798772e-03       2.090255798801e-03       2.090255798772e-03       4.211100523680e-01       2.156804714821e-03       2.156804714801e-03       2.156804714820e-03       2.487225101540e-02       2.487225101539e-02       2.487225101540e-02       5.915606703371e-02       5.915606703332e-02       5.915606703370e-02 
       1.732507256119e-01      -5.378472263354e-02      -4.778542487799e+02      -5.648538582629e+02      -5.376550345552e-02      -1.354560067221e+00      -1.354560067221e+00      -1.354560067221e+00      -5.385145147579e+02       3.896036284561e-02       3.896035610208e-02       1.129703310354e+03       8.893707590923e-01       6.521339213105e-02      -9.025248526122e-07       1.430755734974e-06      -1.296157099105e-06       4.388755588990e-01       4.446841027273e-01      -1.276818811509e-06       2.046085824846e-03       2.046085824832e-03       2.046085824844e-03       4.322452490289e-01       1.833649945446e-03       1.833649945423e-03       1.833649945455e-03       2.471853071287e-02       2.471853071287e-02       2.471853071288e-02       5.574555869969e-02       5.574555869989e-02       5.574555869972e-02 
       1.790445727497e-01      -5.191069520717e-02      -4.987464098626e+02      -5.811156749735e+02      -5.189211755911e-02      -1.318267146735e+00      -1.318267146735e+00      -1.318267146735e+00      -5.551013300403e+02       3.760327455594e-02       3.760326808506e-02       1.162227137410e+03       9.165280079608e-01       6.293532305323e-02      -8.628587786432e-07       1.399010212053e-06      -1.208284619106e-06       4.530745430426e-01       4.582628144143e-01      -1.189566115907e-06       1.919198610448e-03       1.919198610456e-03       1.919198610449e-03       4.455618541469e-01       1.874672012610e-03       1.874672012601e-03       1.874672012578e-03       2.478287662247e-02       2.478287662247e-02       2.478287662246e-02       4.740171350041e-02       4.740171350027e-02       4.740171350037e-02 
       1.850320494079e-01      -5.017856973489e-02      -5.218027968861e+02      -5.986626775915e+02      -5.016058457375e-02      -1.271727805655e+00      -1.271727805655e+00      -1.271727805655e+00      -5.730768906495e+02       3.634918794894e-02       3.634918121445e-02       1.197321322730e+03       9.459616569679e-01       6.083004879645e-02      -8.259801415344e-07       1.361937194222e-06      -1.134149673760e-06       4.684518798078e-01       4.729797124807e-01      -1.116003235919e-06       1.915685067189e-03       1.915685067199e-03       1.915685067199e-03       4.599950860514e-01       2.085196009717e-03       2.085196009703e-03       2.085196009714e-03       2.480420077751e-02       2.480420077751e-02       2.480420077751e-02       4.791239614095e-02       4.791239614079e-02       4.791239614080e-02 
       1.912197210330e-01      -4.840391349907e-02      -5.428401437434e+02      -6.157900472301e+02      -4.838654689989e-02      -1.233248788206e+00      -1.233248788206e+00      -1.233248788207e+00      -5.903995955400e+02       3.506359567427e-02       3.506359021524e-02       1.231576229561e+03       9.743843104777e-01       5.867447437235e-02      -7.916524317528e-07       1.310949937472e-06      -1.081545792383e-06       4.830999248712e-01       4.871910912315e-01      -1.064007361201e-06       1.761609568287e-03       1.761609568285e-03       1.761609568292e-03       4.738995981033e-01       1.807910518852e-03       1.807910518849e-03       1.807910518868e-03       2.476599281635e-02       2.476599281635e-02       2.476599281635e-02       4.535994679516e-02       4.535994679521e-02       4.535994679510e-02 
       1.976143119403e-01      -4.644832048986e-02      -5.580269955973e+02      -6.307849698966e+02      -4.643165237041e-02      -1.179533605417e+00      -1.179533605417e+00      -1.179533605417e+00      -6.050740428133e+02       3.364708900728e-02       3.364708519732e-02       1.261566235957e+03       9.985686784552e-01       5.630336445769e-02      -7.586607893085e-07       1.226414032438e-06      -1.066404216123e-06       4.951995718952e-01       4.992832896593e-01      -1.049568333514e-06       1.870874208416e-03       1.870874208412e-03       1.870874208416e-03       4.856795268710e-01       1.354025710920e-03       1.354025710925e-03       1.354025710920e-03       2.455067344683e-02       2.455067344683e-02       2.455067344683e-02       4.660303393027e-02       4.660303393035e-02       4.660303393028e-02 
       2.042227457004e-01      -4.428982201417e-02      -5.657365090958e+02      -6.428224258149e+02      -4.427393956551e-02      -1.137461656237e+00      -1.137461656237e+00      -1.137461656237e+00      -6.161729643039e+02       3.208264746656e-02       3.208264460639e-02       1.285641303521e+03       1.017001557923e+00       5.368797625801e-02      -7.267654202462e-07       1.166726714254e-06      -1.029602050362e-06       5.039443563789e-01       5.084997653917e-01      -1.013569544609e-06       1.729572385420e-03       1.729572385426e-03       1.729572385423e-03       4.945818432345e-01       1.095802800220e-03       1.095802800209e-03       1.095802800209e-03       2.437751832548e-02       2.437751832547e-02       2.437751832547e-02       3.720450752936e-02       3.720450752923e-02       3.720450752927e-02 
