# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04811e-05 to 26.3542 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime       17:delta_shift_over_w_Nb    18:t_g                   19:t_b                   20:t_cdm                 21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot                 26:shear_ncdm[0]         27:shear_ncdm[1]         28:shear_ncdm[2]         29:cs2_ncdm[0]           30:cs2_ncdm[1]           31:cs2_ncdm[2]           32:l3_ncdm[0]            33:l3_ncdm[1]            34:l3_ncdm[2]         
       2.091248443648e-03      -9.564523073925e-01      -1.187399647458e+00      -1.188194539521e+00      -9.367332083449e-01      -9.114570932146e-01      -9.114570932146e-01      -9.114570932146e-01      -1.184610599245e+00       5.890483387004e-01       5.862488115485e-01       2.349031399435e+00       1.947864971653e-03       9.771362567895e-01      -5.611183069604e-06       1.323303291395e-05      -4.559613267791e-03       2.210869703210e-04       9.570035711187e-04       9.570989366194e-04       2.169619342997e-04       3.925229625469e-04       3.925229625469e-04       3.925229625469e-04       9.458540582559e-04       9.348849770168e-02       9.348849770168e-02       9.348849770168e-02       2.171219413446e-01       2.171219413446e-01       2.171219413446e-01       1.238349913528e-01       1.238349913528e-01       1.238349913528e-01 
       2.632725808083e-03      -1.102809895800e+00      -1.860708478451e+00      -1.862696503404e+00      -1.070784167838e+00      -1.112634714753e+00      -1.112634714753e+00      -1.112634714753e+00      -1.852095538351e+00       5.810836838419e-01       5.795607416283e-01       3.690067975760e+00       3.049794723090e-03       9.656567821799e-01      -7.245323608326e-06       1.408886909528e-05      -5.887505174791e-03       6.199088687570e-06       1.502926168261e-03       1.503161389797e-03       1.253007108978e-05       3.377166361432e-04       3.377166361432e-04       3.377166361432e-04       1.480149198382e-03       8.798943016547e-02       8.798943016547e-02       8.798943016547e-02       2.140572359278e-01       2.140572359278e-01       2.140572359278e-01       1.714254060538e-01       1.714254060538e-01       1.714254060538e-01 
       3.314405422082e-03      -1.046183317724e+00      -2.901266875685e+00      -2.906227317581e+00      -1.011638017467e+00      -1.183729959451e+00      -1.183729959451e+00      -1.183729959451e+00      -2.881026704124e+00       5.703251805522e-01       5.700099487811e-01       5.771713091967e+00       4.750410508684e-03       9.496981319610e-01      -8.356276932126e-06       1.125957451412e-05      -6.790257199098e-03      -3.549248135561e-04       2.349560834006e-03       2.350136421747e-03      -3.118625797980e-04       1.860712637641e-04       1.860712637641e-04       1.860712637641e-04       2.308072215585e-03       4.746134840923e-02       4.746134840923e-02       4.746134840923e-02       2.086813741597e-01       2.086813741597e-01       2.086813741597e-01       1.768859148358e-01       1.768859148358e-01       1.768859148358e-01 
       4.172589210848e-03      -7.603127699234e-01      -4.495404971490e+00      -4.507740314690e+00      -7.593441278457e-01      -1.082499278100e+00      -1.082499278100e+00      -1.082499278100e+00      -4.456916973803e+00       5.566853181855e-01       5.570523004574e-01       8.975173583364e+00       7.353216699477e-03       9.286323458140e-01      -8.267160469147e-06       5.460531269508e-06      -6.717841002717e-03      -4.984371984960e-04       3.650411671769e-03       3.651806867646e-03      -4.070228172760e-04       1.614636158655e-04       1.614636158655e-04       1.614636158655e-04       3.585850627557e-03      -1.362455426236e-02      -1.362455426236e-02      -1.362455426236e-02       2.001668154263e-01       2.001668154263e-01       2.001668154263e-01       7.996580131882e-02       7.996580131882e-02       7.996580131882e-02 
       5.252978590515e-03      -5.700024222734e-01      -6.914004970003e+00      -6.944532745420e+00      -6.249432327091e-01      -1.009295740260e+00      -1.009295740260e+00      -1.009295740260e+00      -6.855902604751e+00       5.403060432595e-01       5.405446347121e-01       1.385404177029e+01       1.130395784524e-02       9.021445070654e-01      -7.183512129606e-06       3.972174168549e-06      -5.837286759156e-03       1.043921627172e-04       5.627079149015e-03       5.630428388423e-03       1.084999085246e-04       6.301069189708e-04       6.301069189708e-04       6.301069189708e-04       5.539596649240e-03      -1.880434420708e-02      -1.880434420708e-02      -1.880434420708e-02       1.939963115153e-01       1.939963115153e-01       1.939963115153e-01      -7.242631346713e-02      -7.242631346713e-02      -7.242631346713e-02 
       6.613108235210e-03      -8.087317977901e-01      -1.054017571165e+01      -1.061522892553e+01      -8.048128836574e-01      -1.218696464346e+00      -1.218696464346e+00      -1.218696464346e+00      -1.047283361596e+01       5.207621142632e-01       5.206069794202e-01       2.119734906149e+01       1.724571044167e-02       8.695786894539e-01      -6.790728999111e-06       1.103652132889e-05      -5.518131594820e-03       4.383108344078e-04       8.594510568117e-03       8.602483037762e-03       2.186500422356e-04       1.033199885822e-03       1.033199885822e-03       1.033199885822e-03       8.466394814492e-03       6.051951514066e-02       6.051951514066e-02       6.051951514066e-02       1.961973790980e-01       1.961973790980e-01       1.961973790980e-01      -1.274425416037e-02      -1.274425416037e-02      -1.274425416037e-02 
       8.325410008251e-03      -7.227893745577e-01      -1.588308166928e+01      -1.606590536917e+01      -6.654502469639e-01      -1.276929402824e+00      -1.276929402824e+00      -1.276929402824e+00      -1.583260378187e+01       4.967381721308e-01       4.967162625489e-01       3.209691092842e+01       2.605770723749e-02       8.295226702679e-01      -7.158128546418e-06       8.611068314410e-06      -5.816634987220e-03      -6.986274188426e-04       1.298855690529e-02       1.300737921858e-02      -4.343403209433e-04       5.447203807180e-04       5.447203807180e-04       5.447203807180e-04       1.278002806000e-02       3.769899797321e-02       3.769899797321e-02       3.769899797321e-02       1.886581430032e-01       1.886581430032e-01       1.886581430032e-01       1.592301993790e-01       1.592301993790e-01       1.592301993790e-01 
       1.048107022299e-02      -5.905667849524e-01      -2.356867694247e+01      -2.400823126587e+01      -6.687448033700e-01      -1.239085965761e+00      -1.239085965761e+00      -1.239085965761e+00      -2.362646360379e+01       4.677070046848e-01       4.677004848691e-01       4.798525265009e+01       3.887292080530e-02       7.811518704241e-01      -6.401256787781e-06       7.387769238316e-06      -5.201646942463e-03       7.143270111634e-04       1.937333167412e-02       1.941725666614e-02       3.998740336796e-04       1.241192486049e-03       1.241192486049e-03       1.241192486049e-03       1.909502423109e-02       3.004956615553e-02       3.004956615553e-02       3.004956615553e-02       1.857515507440e-01       1.857515507440e-01       1.857515507440e-01       1.530141299279e-02       1.530141299279e-02       1.530141299279e-02 
       1.319488564652e-02      -5.693794511790e-01      -3.428016764189e+01      -3.531687118704e+01      -5.307812713893e-01      -1.244766006582e+00      -1.244766006582e+00      -1.244766006582e+00      -3.469011382408e+01       4.332922403176e-01       4.332959516295e-01       7.060286580374e+01       5.706643442361e-02       7.237177460515e-01      -6.333007131649e-06       6.659845179706e-06      -5.146095055892e-03      -8.586802463264e-04       2.841351557739e-02       2.851421819017e-02      -1.749727995960e-04       6.806360900760e-04       6.806360900761e-04       6.806360900760e-04       2.800897654795e-02       1.771679131246e-02       1.771679131246e-02       1.771679131246e-02       1.799986072558e-01       1.799986072558e-01       1.799986072558e-01       1.183154935296e-01       1.183154935296e-01       1.183154935296e-01 
       1.661137684610e-02      -6.647453698306e-01      -4.853428207919e+01      -5.090920243036e+01      -5.399723662953e-01      -1.241958053768e+00      -1.241958053768e+00      -1.241958053768e+00      -4.986729227533e+01       3.929985749420e-01       3.929829085240e-01       1.017902650185e+02       8.203510081513e-02       6.564858477151e-01      -5.771521682230e-06       9.058938786419e-06      -4.689973708567e-03      -1.353073670762e-04       4.077582610469e-02       4.100023583988e-02      -5.098758466760e-04       7.977715161292e-04       7.977715161291e-04       7.977715161292e-04       4.027043434674e-02       3.547647774560e-02       3.547647774560e-02       3.547647774560e-02       1.804943557826e-01       1.804943557826e-01       1.804943557826e-01       9.457211073236e-02       9.457211073236e-02       9.457211073236e-02 
       2.091248424887e-02      -8.207535823518e-01      -6.629991269347e+01      -7.150030651123e+01      -4.673657229203e-01      -1.145638572906e+00      -1.145638572906e+00      -1.145638572906e+00      -6.974910398869e+01       3.468277365237e-01       3.468244802601e-01       1.429752157079e+02       1.147714731976e-01       5.794541248349e-01      -5.208878178209e-06       8.513766606950e-06      -4.232885767091e-03       2.994853777775e-04       5.689263030647e-02       5.737010995916e-02      -5.069733930482e-04       7.866992960881e-04       7.866992960881e-04       7.866992960882e-04       5.632615201786e-02       2.776094736970e-02       2.776094736970e-02       2.776094736969e-02       1.777754460039e-01       1.777754460039e-01       1.777754460039e-01       7.460810982580e-02       7.460810982579e-02       7.460810982579e-02 
       2.632711952179e-02      -3.333454152999e-01      -8.662173755128e+01      -9.722419621301e+01      -3.732671223389e-01      -9.907218255232e-01      -9.907218255231e-01      -9.907218255231e-01      -9.429776237581e+01       2.958564308778e-01       2.958555636988e-01       1.944259094755e+02       1.552429271635e-01       4.944120719274e-01      -4.611646818350e-06       4.895614241975e-06      -3.747158424478e-03      -4.634745785944e-05       7.666629429848e-02       7.760762864098e-02       1.714004720339e-04       6.569613769360e-04       6.569613769357e-04       6.569613769354e-04       7.614309914652e-02       8.991598912719e-03       8.991598912696e-03       8.991598912709e-03       1.727677793657e-01       1.727677793657e-01       1.727677793657e-01       6.045545777441e-02       6.045545777442e-02       6.045545777443e-02 
       3.312534273639e-02      -3.366087322892e-01      -1.082822919345e+02      -1.275306728559e+02      -3.324501072093e-01      -8.581707636695e-01      -8.581707636695e-01      -8.581707636695e-01      -1.228776462439e+02       2.435180121954e-01       2.435172659037e-01       2.550422455651e+02       2.023992220101e-01       4.070460120718e-01      -3.917368097489e-06       2.924854707802e-06      -3.183357794824e-03       1.188410555886e-05       9.955597146916e-02       1.011878589008e-01      -3.857121677963e-05       8.398374501954e-04       8.398374501951e-04       8.398374501951e-04       9.921798476797e-02       1.395773089971e-02       1.395773089969e-02       1.395773089968e-02       1.734061890674e-01       1.734061890674e-01       1.734061890674e-01       2.981705303156e-02       2.981705303155e-02       2.981705303155e-02 
       4.111689382217e-02      -2.709874574855e-01      -1.321491247219e+02      -1.606805701236e+02      -2.708802953355e-01      -7.065812969509e-01      -7.065812969508e-01      -7.065812969508e-01      -1.541648488050e+02       1.983015425149e-01       1.983013951291e-01       3.213453718561e+02       2.539740801252e-01       3.314910976219e-01      -3.234066948913e-06       2.134029169303e-06      -2.628065177637e-03      -9.598741768568e-06       1.247256434425e-01       1.269773378618e-01      -9.870715352951e-06       7.355619331431e-04       7.355619331429e-04       7.355619331422e-04       1.244717797265e-01       5.239536078119e-03       5.239536078109e-03       5.239536078091e-03       1.703628591945e-01       1.703628591945e-01       1.703628591944e-01       1.949771189453e-02       1.949771189458e-02       1.949771189458e-02 
       4.781618867390e-02      -2.352218260094e-01      -1.559455112841e+02      -1.884581013062e+02      -2.351373272708e-01      -6.337000888432e-01      -6.337000888432e-01      -6.337000888433e-01      -1.809584865469e+02       1.721122222893e-01       1.721120416277e-01       3.769027115057e+02       2.980164494909e-01       2.876757206425e-01      -2.767139519380e-06       1.981631675266e-06      -2.248517788455e-03      -8.386430928798e-06       1.466491929014e-01       1.489999233268e-01      -8.299326211458e-06       4.999161246885e-04       4.999161246866e-04       4.999161246859e-04       1.461008881533e-01       7.669496888067e-03       7.669496888060e-03       7.669496888083e-03       1.702320884964e-01       1.702320884964e-01       1.702320884964e-01       2.307494526944e-02       2.307494526949e-02       2.307494526951e-02 
       5.268171557280e-02      -2.160913613987e-01      -1.769686484493e+02      -2.095902884342e+02      -2.160133655274e-01      -5.860210670727e-01      -5.860210670728e-01      -5.860210670728e-01      -2.017854412069e+02       1.581078139078e-01       1.581077048017e-01       4.191684518739e+02       3.321732687438e-01       2.642235779152e-01      -2.486919149319e-06       1.791768169289e-06      -2.020832424035e-03      -7.538972852774e-06       1.639203471867e-01       1.660791736143e-01      -7.461607946727e-06       4.034157192789e-04       4.034157192797e-04       4.034157192845e-04       1.629164540808e-01       5.790115024110e-03       5.790115024155e-03       5.790115024144e-03       1.692393981415e-01       1.692393981415e-01       1.692393981415e-01       2.195366434750e-02       2.195366434745e-02       2.195366434733e-02 
       5.670017378492e-02      -2.032888766299e-01      -1.964319358132e+02      -2.277480295885e+02      -2.032154451137e-01      -5.549355006693e-01      -5.549355006696e-01      -5.549355006694e-01      -2.198933962797e+02       1.487397853794e-01       1.487396897813e-01       4.554848890961e+02       3.618410602105e-01       2.485298080713e-01      -2.291031486958e-06       1.705472847404e-06      -1.861680143728e-03      -6.946897533781e-06       1.790246413993e-01       1.809136570107e-01      -6.873132012199e-06       4.480655446081e-04       4.480655446048e-04       4.480655446046e-04       1.775385385457e-01       5.859220073650e-03       5.859220073740e-03       5.859220073666e-03       1.696033750983e-01       1.696033750983e-01       1.696033750983e-01       1.679371647515e-02       1.679371647525e-02       1.679371647522e-02 
       6.029098037323e-02      -1.933685633764e-01      -2.147015897358e+02      -2.443172198176e+02      -1.932985960005e-01      -5.290894140354e-01      -5.290894140355e-01      -5.290894140353e-01      -2.364944665433e+02       1.414817235226e-01       1.414816482934e-01       4.886239992203e+02       3.890352334924e-01       2.363725990825e-01      -2.141377367075e-06       1.617959824798e-06      -1.740069133112e-03      -6.494615813101e-06       1.928864992416e-01       1.945111926142e-01      -6.424118960022e-06       5.420266559567e-04       5.420266559561e-04       5.420266559532e-04       1.909443347868e-01       5.299326951161e-03       5.299326951171e-03       5.299326951095e-03       1.696258250010e-01       1.696258250010e-01       1.696258250010e-01       1.240082551934e-02       1.240082551936e-02       1.240082551941e-02 
       6.364158219687e-02      -1.849161137038e-01      -2.317048010741e+02      -2.597936596472e+02      -1.848491151573e-01      -5.045386224365e-01      -5.045386224366e-01      -5.045386224360e-01      -2.519913463118e+02       1.352969437656e-01       1.352969053437e-01       5.195774639922e+02       4.144310205237e-01       2.260188490965e-01      -2.021369046856e-06       1.491618234583e-06      -1.642550366033e-03      -6.131664016773e-06       2.057966445257e-01       2.072094461548e-01      -6.064109387628e-06       5.797914754085e-04       5.797914754215e-04       5.797914754220e-04       2.034578563658e-01       2.949806179595e-03       2.949806179715e-03       2.949806179457e-03       1.680409937354e-01       1.680409937354e-01       1.680409937353e-01       9.633611125942e-03       9.633611125619e-03       9.633611125534e-03 
       6.685138891065e-02      -1.772292978383e-01      -2.472165121177e+02      -2.743422111719e+02      -1.771650331585e-01      -4.823763583765e-01      -4.823763583765e-01      -4.823763583763e-01      -2.664874623851e+02       1.296702668018e-01       1.296702517806e-01       5.486750497732e+02       4.382077295285e-01       2.166067937914e-01      -1.922343882703e-06       1.388863126471e-06      -1.562095115725e-03      -5.831891487440e-06       2.178127325390e-01       2.190980977325e-01      -5.767036220942e-06       4.141224330942e-04       4.141224330998e-04       4.141224330920e-04       2.151612711240e-01       1.312418603915e-03       1.312418603920e-03       1.312418603835e-03       1.673026610583e-01       1.673026610583e-01       1.673026610582e-01       1.302404264292e-02       1.302404264284e-02       1.302404264302e-02 
       6.998009159302e-02      -1.699211797761e-01      -2.609799979921e+02      -2.879916725716e+02      -1.698595479009e-01      -4.695664470379e-01      -4.695664470376e-01      -4.695664470377e-01      -2.799679264985e+02       1.243208373780e-01       1.243208026929e-01       5.759743853605e+02       4.603474492331e-01       2.076660922555e-01      -1.837695596998e-06       1.395325102499e-06      -1.493297118076e-03      -5.575298411150e-06       2.289034247064e-01       2.301682115296e-01      -5.513085038466e-06       2.991300273757e-04       2.991300273758e-04       2.991300273912e-04       2.260442981894e-01       3.348992257169e-03       3.348992257031e-03       3.348992257042e-03       1.680747592572e-01       1.680747592572e-01       1.680747592572e-01       1.520168094776e-02       1.520168094773e-02       1.520168094736e-02 
       7.306694084186e-02      -1.627770219916e-01      -2.727739447474e+02      -3.007179568540e+02      -1.627179905328e-01      -4.523259767928e-01      -4.523259767927e-01      -4.523259767927e-01      -2.923789511862e+02       1.190937753395e-01       1.190937368643e-01       6.014273202654e+02       4.807659769930e-01       1.989367808248e-01      -1.762554722100e-06       1.362195812317e-06      -1.432240438017e-03      -5.347244682681e-06       2.390131038002e-01       2.403777008325e-01      -5.287664576885e-06       5.025514942388e-04       5.025514942417e-04       5.025514942413e-04       2.360657623485e-01       3.914196984835e-03       3.914196984732e-03       3.914196984755e-03       1.682433118833e-01       1.682433118832e-01       1.682433118831e-01       7.863580438856e-03       7.863580438694e-03       7.863580438756e-03 
       7.613962239985e-02      -1.556990604906e-01      -2.824642630053e+02      -3.124916249489e+02      -1.556426304647e-01      -4.274709500380e-01      -4.274709500378e-01      -4.274709500377e-01      -3.036755881689e+02       1.139130233694e-01       1.139130127103e-01       6.249749812317e+02       4.993906420774e-01       1.902903875651e-01      -1.695933265110e-06       1.231087147364e-06      -1.378111025443e-03      -5.144724043827e-06       2.481015955854e-01       2.496902332390e-01      -5.087799643276e-06       4.656595398284e-04       4.656595398229e-04       4.656595398350e-04       2.451849439168e-01       1.214537852956e-03       1.214537852865e-03       1.214537852841e-03       1.672598775611e-01       1.672598775610e-01       1.672598775610e-01       8.081612633775e-03       8.081612633882e-03       8.081612633619e-03 
       7.921880624873e-02      -1.486570272848e-01      -2.900453765901e+02      -3.233104713649e+02      -1.486032031297e-01      -4.125353064434e-01      -4.125353064435e-01      -4.125353064434e-01      -3.138552699752e+02       1.087571669069e-01       1.087571526103e-01       6.466129700584e+02       5.162150103906e-01       1.816895391838e-01      -1.635232877548e-06       1.196055756852e-06      -1.328778571841e-03      -4.959946100921e-06       2.561724089988e-01       2.581025994965e-01      -4.905698638355e-06       2.568764963216e-04       2.568764963234e-04       2.568764963116e-04       2.534001536405e-01       1.760706132823e-03       1.760706132858e-03       1.760706132820e-03       1.668547717583e-01       1.668547717583e-01       1.668547717582e-01       1.256966759997e-02       1.256966759993e-02       1.256966760020e-02 
       8.232067689929e-02      -1.416702168073e-01      -2.956723206444e+02      -3.332216145498e+02      -1.416189870808e-01      -3.968212661375e-01      -3.968212661379e-01      -3.968212661377e-01      -3.229807822118e+02       1.036439528917e-01       1.036439294883e-01       6.664355398327e+02       5.313369649163e-01       1.731622273506e-01      -1.577101888024e-06       1.182773436305e-06      -1.281544486192e-03      -4.782879481014e-06       2.632925523254e-01       2.656637511524e-01      -4.731305740979e-06       3.821405350513e-04       3.821405350440e-04       3.821405350543e-04       2.607663355899e-01       3.039115756434e-03       3.039115756608e-03       3.039115756547e-03       1.674999994143e-01       1.674999994143e-01       1.674999994143e-01       7.533290063825e-03       7.533290063963e-03       7.533290063781e-03 
       8.545843384889e-02      -1.348053607331e-01      -2.996808546141e+02      -3.423384497241e+02      -1.347566839742e-01      -3.741351918747e-01      -3.741351918746e-01      -3.741351918747e-01      -3.311976826438e+02       9.861947206609e-02       9.861946022889e-02       6.846694822970e+02       5.449870068040e-01       1.647837486791e-01      -1.521287208456e-06       1.091896164807e-06      -1.236191876677e-03      -4.612801308527e-06       2.696066493723e-01       2.724889395405e-01      -4.563861549437e-06       4.181839208673e-04       4.181839208602e-04       4.181839208635e-04       2.673978351757e-01       1.689168881905e-03       1.689168881863e-03       1.689168881914e-03       1.675432585085e-01       1.675432585085e-01       1.675432585086e-01       6.036048552002e-03       6.036048552160e-03       6.036048552070e-03 
       8.864322818109e-02      -1.281518194323e-01      -3.025948898564e+02      -3.508509061569e+02      -1.281056148317e-01      -3.575506279892e-01      -3.575506279891e-01      -3.575506279891e-01      -3.387440953073e+02       9.374884657447e-02       9.374883786092e-02       7.016946608299e+02       5.575444284120e-01       1.566612172457e-01      -1.466802320660e-06       1.032642356722e-06      -1.191913972881e-03      -4.446798165833e-06       2.753442129887e-01       2.787678137991e-01      -4.400406909668e-06       2.813997269774e-04       2.813997269776e-04       2.813997269789e-04       2.734863911502e-01       1.331685811533e-03       1.331685811501e-03       1.331685811502e-03       1.665428018362e-01       1.665428018361e-01       1.665428018362e-01       9.123822693980e-03       9.123822693973e-03       9.123822693938e-03 
       9.188477215876e-02      -1.218072974648e-01      -3.051037863791e+02      -3.590231944690e+02      -1.217634413532e-01      -3.424581837337e-01      -3.424581837337e-01      -3.424581837339e-01      -3.459451300643e+02       8.910571097809e-02       8.910570074595e-02       7.180395046173e+02       5.695293643332e-01       1.489161689530e-01      -1.412002989605e-06       9.952429453419e-07      -1.147386774352e-03      -4.279986662369e-06       2.808129611678e-01       2.847604461576e-01      -4.236009046791e-06       3.234848529903e-04       3.234848529817e-04       3.234848529851e-04       2.792976795738e-01       1.658236322305e-03       1.658236322308e-03       1.658236322368e-03       1.661433282210e-01       1.661433282210e-01       1.661433282211e-01       6.135803603697e-03       6.135803603869e-03       6.135803603825e-03 
       9.519174988543e-02      -1.158727474823e-01      -3.080215783999e+02      -3.671833306007e+02      -1.158310750517e-01      -3.236275853849e-01      -3.236275853851e-01      -3.236275853848e-01      -3.531980662085e+02       8.476277558841e-02       8.476276836163e-02       7.343600450750e+02       5.815793526299e-01       1.416688767780e-01      -1.356995360800e-06       9.393178338207e-07      -1.102687726202e-03      -4.112731232477e-06       2.863833401187e-01       2.907856053288e-01      -4.070986134815e-06       3.119269560743e-04       3.119269560947e-04       3.119269560881e-04       2.851509560734e-01       1.276298783250e-03       1.276298783330e-03       1.276298783234e-03       1.670700296853e-01       1.670700296854e-01       1.670700296853e-01       5.471964250923e-03       5.471964250543e-03       5.471964250645e-03 
       9.857210194426e-02      -1.104329525423e-01      -3.122179824692e+02      -3.756994146588e+02      -1.103932647618e-01      -3.102198669807e-01      -3.102198669808e-01      -3.102198669807e-01      -3.609421867730e+02       8.078210169041e-02       8.078209363236e-02       7.513924829503e+02       5.944010584977e-01       1.350221897200e-01      -1.301667851457e-06       9.058576458195e-07      -1.057727898417e-03      -3.944734926781e-06       2.924593551016e-01       2.971966242453e-01      -3.905003549555e-06       2.285679556744e-04       2.285679556744e-04       2.285679556757e-04       2.914010387906e-01       1.509940483536e-03       1.509940483593e-03       1.509940483545e-03       1.669483536863e-01       1.669483536863e-01       1.669483536863e-01       7.438237431144e-03       7.438237431113e-03       7.438237431096e-03 
       1.020332273627e-01      -1.055416901615e-01      -3.185008050782e+02      -3.849360828650e+02      -1.055037668122e-01      -2.988972407968e-01      -2.988972407968e-01      -2.988972407972e-01      -3.696044006082e+02       7.720394318540e-02       7.720393433413e-02       7.698660913925e+02       6.086836416904e-01       1.290430609735e-01      -1.245871300228e-06       8.768495114877e-07      -1.012389586879e-03      -3.775572774987e-06       2.994270149450e-01       3.043380832314e-01      -3.737613822926e-06       2.774408640647e-04       2.774408640553e-04       2.774408640568e-04       2.983945195080e-01       1.792594650199e-03       1.792594650206e-03       1.792594650323e-03       1.665329658955e-01       1.665329658956e-01       1.665329658956e-01       5.620117805458e-03       5.620117805603e-03       5.620117805627e-03 
       1.055821296576e-01      -1.012173834121e-01      -3.275174802670e+02      -3.952131939682e+02      -1.011809988869e-01      -2.864582475523e-01      -2.864582475524e-01      -2.864582475524e-01      -3.795499055751e+02       7.404124346990e-02       7.404123863399e-02       7.904205844697e+02       6.250192206464e-01       1.237533455762e-01      -1.190315980319e-06       8.266360010538e-07      -9.672444574253e-04      -3.607380237135e-06       3.076089582572e-01       3.125060393753e-01      -3.570947909130e-06       3.643963172027e-04       3.643963172027e-04       3.643963172092e-04       3.064256330080e-01       1.087480330590e-03       1.087480330598e-03       1.087480330598e-03       1.663020261817e-01       1.663020261817e-01       1.663020261817e-01       3.837413830539e-03       3.837413830527e-03       3.837413830427e-03 
       1.092255240222e-01      -9.743155805278e-02      -3.396072319682e+02      -4.067439411525e+02      -9.739650079187e-02      -2.785102768352e-01      -2.785102768354e-01      -2.785102768356e-01      -3.910081539543e+02       7.127270496786e-02       7.127270759665e-02       8.134823443391e+02       6.437836909138e-01       1.191182660642e-01      -1.135863995958e-06       7.769147593806e-07      -9.229943374120e-04      -3.442726106634e-06       3.171962728377e-01       3.218884378649e-01      -3.407591984346e-06       3.981046538214e-04       3.981046538303e-04       3.981046538087e-04       3.156788688207e-01      -6.189529724432e-04      -6.189529724076e-04      -6.189529723379e-04       1.675155636123e-01       1.675155636122e-01       1.675155636123e-01       5.086532324399e-03       5.086532324228e-03       5.086532324628e-03 
       1.129699168640e-01      -9.410969335589e-02      -3.547042647016e+02      -4.195891380268e+02      -9.407578453545e-02      -2.770601850762e-01      -2.770601850760e-01      -2.770601850764e-01      -4.040199248647e+02       6.884349527259e-02       6.884350467536e-02       8.391729938133e+02       6.650511775917e-01       1.150475145642e-01      -1.083410664491e-06       7.492266230963e-07      -8.803733916500e-04      -3.284258190377e-06       3.282014590790e-01       3.325223385638e-01      -3.250232009896e-06       3.077012192936e-04       3.077012193005e-04       3.077012192956e-04       3.261864454382e-01      -2.379045461363e-03      -2.379045461453e-03      -2.379045461336e-03       1.701838020713e-01       1.701838020713e-01       1.701838020713e-01       6.033681624810e-03       6.033681624675e-03       6.033681624811e-03 
       1.168216652615e-01      -9.113479029774e-02      -3.722546246100e+02      -4.336124339418e+02      -9.110190061994e-02      -2.720548767916e-01      -2.720548767930e-01      -2.720548767931e-01      -4.183872742783e+02       6.666800738349e-02       6.666801721271e-02       8.672198278209e+02       6.885126200433e-01       1.113997441341e-01      -1.033736880019e-06       7.340266929413e-07      -8.400104525788e-04      -3.134262678769e-06       3.404152277620e-01       3.442532088110e-01      -3.101210688808e-06       1.411075728774e-04       1.411075728424e-04       1.411075728947e-04       3.377885175674e-01      -2.533085208650e-03      -2.533085208433e-03      -2.533085208454e-03       1.705492422179e-01       1.705492422177e-01       1.705492422176e-01       4.997100198229e-03       4.997100198826e-03       4.997100197952e-03 
       1.207870215902e-01      -8.836033088176e-02      -3.912150886876e+02      -4.484657094447e+02      -8.832839182950e-02      -2.610645740761e-01      -2.610645740765e-01      -2.610645740755e-01      -4.336612996818e+02       6.463919762299e-02       6.463920116362e-02       8.969266047078e+02       7.134545016890e-01       1.079979407739e-01      -9.874159155950e-07       7.254388734591e-07      -8.023635930547e-04      -2.994390873770e-06       3.533991357242e-01       3.567242885967e-01      -2.962247769312e-06       3.553690768489e-05       3.553690768639e-05       3.553690768094e-05       3.501230638020e-01      -1.004982140649e-03      -1.004982140609e-03      -1.004982140728e-03       1.686345809454e-01       1.686345809452e-01       1.686345809455e-01       3.623971583502e-03       3.623971583489e-03       3.623971583554e-03 
       1.248721670678e-01      -8.562953381336e-02      -4.101419689922e+02      -4.636094702548e+02      -8.559854097548e-02      -2.438006780507e-01      -2.438006780509e-01      -2.438006780508e-01      -4.491726133650e+02       6.264232076332e-02       6.264231632575e-02       9.272143340151e+02       7.388062933834e-01       1.046521106977e-01      -9.448120568772e-07       7.011078664437e-07      -7.677491024224e-04      -2.865664359854e-06       3.665184632307e-01       3.694003122555e-01      -2.834436186875e-06       1.704418202448e-05       1.704418203343e-05       1.704418202974e-05       3.626493431382e-01       1.140419162765e-03       1.140419162788e-03       1.140419162771e-03       1.648285439775e-01       1.648285439774e-01       1.648285439775e-01       3.681454395877e-03       3.681454395669e-03       3.681454395759e-03 
