# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.06204e-05 to 11.102 h/Mpc,
# number of wavenumbers equal to 616
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:d_cb                  11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_cdm                 22:t_cb                  23:t_ur                  24:t_ncdm[0]             25:t_ncdm[1]             26:t_ncdm[2]             27:t_tot              
       1.927242215441e-04      -1.306038647364e-02      -9.836026445232e-03      -9.836083490662e-03      -1.305775554444e-02      -9.878263895855e-03      -9.878263895855e-03      -9.878263895855e-03      -9.859739497493e-03      -9.836233790436e-03       6.038536151351e-01       5.994265037144e-01       1.967216697732e-02       1.652578663366e-05       9.998158602559e-01      -4.891523921344e-08       1.430010751459e-07      -4.321670720967e-11       8.186278845776e-06       8.259141644283e-06       8.259148671956e-06       1.637529518154e-05       8.184377005139e-06       8.255720708975e-06       8.255720708975e-06       8.255720708975e-06       8.258342394343e-06 
       2.093584310137e-04      -1.540030710810e-02      -1.160693873641e-02      -1.160701817483e-02      -1.539664665678e-02      -1.165573483214e-02      -1.165573483214e-02      -1.165573483214e-02      -1.163480761324e-02      -1.160719365273e-02       6.038302752734e-01       5.994077486008e-01       2.321403634409e-02       1.950097312668e-05       9.997827283291e-01      -5.769646882948e-08       1.686090938621e-07      -5.097275462658e-11       9.644585094429e-06       9.745996654234e-06       9.746006440178e-06       1.932340227255e-05       9.641941455522e-06       9.741233503272e-06       9.741233503272e-06       9.741233503272e-06       9.744884169850e-06 
       2.266418121944e-04      -1.803229989016e-02      -1.360207740313e-02      -1.360218650173e-02      -1.802727773145e-02      -1.365788042807e-02      -1.365788042807e-02      -1.365788042807e-02      -1.363458686556e-02      -1.360238965633e-02       6.038039884138e-01       5.993866225051e-01       2.720437299582e-02       2.285280335936e-05       9.997454090396e-01      -6.758003067104e-08       1.974090526417e-07      -5.970177786567e-11       1.128186302327e-05       1.142105719201e-05       1.142107063111e-05       2.264473013046e-05       1.127823968069e-05       1.141451660063e-05       1.141451660063e-05       1.141451660063e-05       1.141953011485e-05 
       2.446476609004e-04      -2.099075833177e-02      -1.584872164529e-02      -1.584886976552e-02      -2.098394752927e-02      -1.591193031484e-02      -1.591193031484e-02      -1.591193031484e-02      -1.588640417451e-02      -1.584910321387e-02       6.037743954458e-01       5.993628360570e-01       3.169773952067e-02       2.662708241063e-05       9.997033951868e-01      -7.869769099625e-08       2.297755784971e-07      -6.951969142188e-11       1.311835112004e-05       1.330720546884e-05       1.330722371376e-05       2.638466902642e-05       1.311344304035e-05       1.329832704292e-05       1.329832704292e-05       1.329832704292e-05       1.330513339782e-05 
       2.634559812216e-04      -2.431550984548e-02      -1.837864586246e-02      -1.837884505587e-02      -2.430636223911e-02      -1.844957964041e-02      -1.844957964041e-02      -1.844957964041e-02      -1.842208721078e-02      -1.837911151213e-02       6.037410825378e-01       5.993360550108e-01       3.675769009780e-02       3.087715962321e-05       9.996560963506e-01      -9.120215476264e-08       2.661422539418e-07      -8.056099427160e-11       1.517731015226e-05       1.543109118852e-05       1.543111572297e-05       3.059608539637e-05       1.517072675320e-05       1.541915383518e-05       1.541915383518e-05       1.541915383518e-05       1.542830648297e-05 
       2.831542229608e-04      -2.805264961783e-02      -2.122887060220e-02      -2.122913638131e-02      -2.804046151845e-02      -2.130772819713e-02      -2.130772819713e-02      -2.130772819713e-02      -2.127871553438e-02      -2.122943861565e-02       6.037035665050e-01       5.993058891065e-01       4.245827274403e-02       3.566518797438e-05       9.996028248929e-01      -1.052705695436e-07       3.070105477726e-07      -9.298172680297e-11       1.748542990845e-05       1.782376010698e-05       1.782379284047e-05       3.534057006910e-05       1.747667131216e-05       1.780783582324e-05       1.780783582324e-05       1.780783582324e-05       1.782004724517e-05 
       3.038380458817e-04      -3.225549678831e-02      -2.444254475897e-02      -2.444289712881e-02      -3.223936427045e-02      -2.452934653385e-02      -2.452934653385e-02      -2.452934653385e-02      -2.449950280738e-02      -2.444323792977e-02       6.036612838113e-01       5.992718832964e-01       4.888579423300e-02       4.106360316951e-05       9.995427804398e-01      -1.211087988034e-07       3.529600469869e-07      -1.069628854721e-10       2.007327595535e-05       2.052139206327e-05       2.052143545788e-05       4.068990415536e-05       2.006170225262e-05       2.050028564811e-05       2.050028564811e-05       2.050028564811e-05       2.051647379159e-05 
       3.256120929646e-04      -3.698567987847e-02      -2.806997755387e-02      -2.807044230371e-02      -3.696444098491e-02      -2.816448599030e-02      -2.816448599030e-02      -2.816448599030e-02      -2.813482839439e-02      -2.807082435197e-02       6.036135808093e-01       5.992335088114e-01       5.614088457498e-02       4.715685275151e-05       9.994750309529e-01      -1.389552106155e-07       4.046600938554e-07      -1.227143187785e-10       2.297576890874e-05       2.356616360662e-05       2.356622083580e-05       4.672777272404e-05       2.296056070068e-05       2.353833378417e-05       2.353833378417e-05       2.353833378417e-05       2.355968285406e-05 
       3.485907457332e-04      -4.231435420291e-02      -3.216983835464e-02      -3.217044882606e-02      -4.228651323096e-02      -3.227144881434e-02      -3.227144881434e-02      -3.227144881434e-02      -3.224343639807e-02      -3.217087458980e-02       6.035596938992e-01       5.991901478226e-01       6.434089760955e-02       5.404340676311e-05       9.993984905307e-01      -1.590866760702e-07       4.628826702596e-07      -1.404792051323e-10       2.623268317132e-05       2.700725086232e-05       2.700732602824e-05       5.355175775759e-05       2.621279035018e-05       2.697070684316e-05       2.697070684316e-05       2.697070684316e-05       2.699874709431e-05 
       3.728988229731e-04      -4.832354386118e-02      -3.681054213608e-02      -3.681134152387e-02      -4.828717268853e-02      -3.691813323204e-02      -3.691813323204e-02      -3.691813323204e-02      -3.689381950416e-02      -3.681181305877e-02       6.034987351445e-01       5.991410815437e-01       7.362268299207e-02       6.183807745259e-05       9.993118946791e-01      -1.818235640303e-07       5.285165869280e-07      -1.605390538413e-10       2.988913957570e-05       3.090198619888e-05       3.090208461447e-05       6.127563741653e-05       2.986321519383e-05       3.085415172682e-05       3.085415172682e-05       3.085415172682e-05       3.089086442969e-05 
       3.986721695533e-04      -5.510758696392e-02      -4.207183368886e-02      -4.207287802538e-02      -5.506019664735e-02      -4.218356294136e-02      -4.218356294136e-02      -4.218356294136e-02      -4.216580042865e-02      -4.207339666899e-02       6.034296726528e-01       5.990854728256e-01       8.414575597812e-02       7.067467112775e-05       9.992137721155e-01      -2.075365699257e-07       6.025826988287e-07      -1.832192048500e-10       3.399605320287e-05       3.531717997463e-05       3.531730853060e-05       7.003201447398e-05       3.396236846361e-05       3.525471434301e-05       3.525471434301e-05       3.525471434301e-05       3.530267010729e-05 
       4.260580646291e-04      -6.277464422683e-02      -4.804657721441e-02      -4.804793939611e-02      -6.271301666063e-02      -4.815960297885e-02      -4.815960297885e-02      -4.815960297885e-02      -4.815231725397e-02      -4.804850537948e-02       6.033513064940e-01       5.990223479735e-01       9.609587869763e-02       8.070898153565e-05       9.991024127235e-01      -2.366535131794e-07       6.862494282277e-07      -2.088948428247e-10       3.861047815574e-05       4.033061199959e-05       4.033077965752e-05       7.997528394912e-05       3.856681236275e-05       4.024917418746e-05       4.024917418746e-05       4.024917418746e-05       4.031171546793e-05 
       4.552153588094e-04      -7.144819710558e-02      -5.484274608073e-02      -5.484452112210e-02      -7.136816624012e-02      -5.495285017820e-02      -5.495285017820e-02      -5.495285017820e-02      -5.496140654125e-02      -5.484513298921e-02       6.032622454009e-01       5.989505759695e-01       1.096890421212e-01       9.212211537224e-05       9.989758319015e-01      -2.696666356807e-07       7.808480800308e-07      -2.379972113613e-10       4.379576119623e-05       4.603268740746e-05       4.603290584450e-05       9.128492981543e-05       4.373926107331e-05       4.592662514538e-05       4.592662514538e-05       4.592662514538e-05       4.600810714817e-05 
       4.863142293382e-04      -8.126842587996e-02      -6.258558961051e-02      -6.258790161307e-02      -8.116459288677e-02      -6.268666709412e-02      -6.268666709412e-02      -6.268666709412e-02      -6.271836040087e-02      -6.258855542292e-02       6.031608812679e-01       5.988688474499e-01       1.251758030662e-01       1.051241096707e-04       9.988317339231e-01      -3.071400642557e-07       8.878864040191e-07      -2.710198591780e-10       4.962138490717e-05       5.252823658106e-05       5.252852104363e-05       1.041691116752e-04       4.954838485813e-05       5.239017666924e-05       5.239017666924e-05       5.239017666924e-05       5.249628525950e-05 
       5.195354236112e-04      -9.239330344670e-02      -7.141992839094e-02      -7.142293965971e-02      -9.225866739302e-02      -7.150330049170e-02      -7.150330049170e-02      -7.150330049170e-02      -7.156800773284e-02      -7.142362786134e-02       6.030453619896e-01       5.987756517196e-01       1.428458791116e-01       1.199577579581e-04       9.986674734198e-01      -3.497166768053e-07       1.009058600573e-06      -3.085244463970e-10       5.616233717844e-05       5.993841712103e-05       5.993878754065e-05       1.188684591746e-04       5.606813141488e-05       5.975872648703e-05       5.975872648703e-05       5.975872648703e-05       5.989689714251e-05 
       5.550688486723e-04      -1.049991772841e-01      -8.151249517112e-02      -8.151641842580e-02      -1.048246603502e-01      -8.156598943031e-02      -8.156598943031e-02      -8.156598943031e-02      -8.167703561559e-02      -8.151712837281e-02       6.029135634758e-01       5.986692519001e-01       1.630328365815e-01       1.369025041510e-04       9.984800122270e-01      -3.981240738333e-07       1.146249230242e-06      -3.511454609379e-10       6.349779541137e-05       6.840264659506e-05       6.840312908187e-05       1.356599342899e-04       6.337635345456e-05       6.816872540342e-05       6.816872540342e-05       6.816872540342e-05       6.834869386440e-05 
       5.931113637343e-04      -1.192805420197e-01      -9.305419855762e-02      -9.305931270587e-02      -1.190543809119e-01      -9.306092399269e-02      -9.306092399269e-02      -9.306092399269e-02      -9.323622578505e-02      -9.306002456488e-02       6.027630670056e-01       5.985476653146e-01       1.861186250607e-01       1.562781954396e-04       9.982658884370e-01      -4.531783533173e-07       1.301527523044e-06      -3.995930495063e-10       7.170886810503e-05       7.808046140833e-05       7.808109017749e-05       1.548605555575e-04       7.155248205392e-05       7.777581956986e-05       7.777581956986e-05       7.777581956986e-05       7.801034294407e-05 
       6.338636517971e-04      -1.354486297568e-01      -1.062621365469e-01      -1.062688073241e-01      -1.351556060653e-01      -1.061988658300e-01      -1.061988658300e-01      -1.061988658300e-01      -1.064624318741e-01      -1.062694912933e-01       6.025911403135e-01       5.984086450252e-01       2.125376141919e-01       1.784484009005e-04       9.980211851339e-01      -5.157848047526e-07       1.477128095703e-06      -4.546527927460e-10       8.087509046608e-05       8.915315423442e-05       8.915397412584e-05       1.768306933138e-04       8.067394838230e-05       8.875621207106e-05       8.875621207106e-05       8.875621207106e-05       8.906200796554e-05 
       6.775260931101e-04      -1.537283880427e-01      -1.213811406921e-01      -1.213898473109e-01      -1.533488675862e-01      -1.212161924972e-01      -1.212161924972e-01      -1.212161924972e-01      -1.216000758366e-01      -1.213904599077e-01       6.023947252300e-01       5.982496663586e-01       2.427796940286e-01       2.038229255225e-04       9.977415106053e-01      -5.869338440503e-07       1.675413115452e-06      -5.171811926965e-10       9.106935637398e-05       1.018250046113e-04       1.018260743362e-04       2.019765700641e-04       9.081103910551e-05       1.013075469693e-04       1.013075469693e-04       1.013075469693e-04       1.017065079733e-04 
       7.242936439258e-04      -1.743533932871e-01      -1.386845909929e-01      -1.386959607642e-01      -1.738621437980e-01      -1.383750887115e-01      -1.383750887115e-01      -1.383750887115e-01      -1.389219022668e-01      -1.386964399756e-01       6.021704351456e-01       5.980679202484e-01       2.773919207572e-01       2.328590817110e-04       9.974219926533e-01      -6.676906642964e-07       1.898810942651e-06      -5.880954476893e-10       1.023509913656e-04       1.163238834542e-04       1.163252798062e-04       2.307515326456e-04       1.020198985939e-04       1.156490860258e-04       1.156490860258e-04       1.156490860258e-04       1.161698363426e-04 
       7.743498401477e-04      -1.975582738835e-01      -1.584742277320e-01      -1.584890798445e-01      -1.969230368162e-01      -1.579625934832e-01      -1.579625934832e-01      -1.579625934832e-01      -1.587287144363e-01      -1.584893387792e-01       6.019145792070e-01       5.978603288274e-01       3.169781586865e-01       2.660612533936e-04       9.970573078862e-01      -7.591771303480e-07       2.149726800243e-06      -6.683560496103e-10       1.147567544483e-04       1.329009989348e-04       1.329028220967e-04       2.636556353389e-04       1.143334789246e-04       1.320209366744e-04       1.320209366744e-04       1.320209366744e-04       1.327008062874e-04 
       8.278601897536e-04      -2.235683384569e-01      -1.810786946152e-01      -1.810980943458e-01      -2.227481592549e-01      -1.802882318553e-01      -1.802882318553e-01      -1.802882318553e-01      -1.813478259699e-01      -1.810980131638e-01       6.016231882190e-01       5.976235583014e-01       3.621961873898e-01       3.039783095971e-04       9.966417147396e-01      -8.625444634963e-07       2.430422269842e-06      -7.589410840122e-10       1.282897322378e-04       1.518295635498e-04       1.518319436739e-04       3.012330968584e-04       1.277504348600e-04       1.506821084101e-04       1.506821084101e-04       1.506821084101e-04       1.515696044056e-04 
       8.849653711828e-04      -2.525863538194e-01      -2.068506213058e-01      -2.068759494346e-01      -2.515296699704e-01      -2.056800406634e-01      -2.056800406634e-01      -2.056800406634e-01      -2.071300400416e-01      -2.068753651475e-01       6.012920764547e-01       5.973540631190e-01       4.137518971810e-01       3.471985469638e-04       9.961691344689e-01      -9.789361244536e-07       2.742863227931e-06      -8.608117921221e-10       1.429063700765e-04       1.734022227729e-04       1.734053283315e-04       3.440673129864e-04       1.422222209358e-04       1.719072407419e-04       1.719072407419e-04       1.719072407419e-04       1.730650966725e-04 
       9.457747863766e-04      -2.847767040050e-01      -2.361621709394e-01      -2.361952050409e-01      -2.834192625908e-01      -2.344789239661e-01      -2.344789239661e-01      -2.344789239661e-01      -2.364450776809e-01      -2.361938990105e-01       6.009169185315e-01       5.970481394075e-01       4.723904078965e-01       3.963420340594e-04       9.956332563695e-01      -1.109441183141e-06       3.088539841655e-06      -9.748694435159e-10       1.585022273282e-04       1.979271857157e-04       1.979312333188e-04       3.927733006071e-04       1.576390396285e-04       1.959819562697e-04       1.959819562697e-04       1.959819562697e-04       1.974908330651e-04 
       1.010361089415e-03      -3.202476445531e-01      -2.693991322982e-01      -2.694421475734e-01      -3.185103252207e-01      -2.670314583839e-01      -2.670314583839e-01      -2.670314583839e-01      -2.696755497477e-01      -2.694398302293e-01       6.004933507535e-01       5.967019994920e-01       5.388842923256e-01       4.520505093673e-04       9.950276745421e-01      -1.255039674802e-06       3.468266693765e-06      -1.101905316194e-09       1.748974918118e-04       2.257231359072e-04       2.257284023437e-04       4.479877232439e-04       1.738156986203e-04       2.231969418394e-04       2.231969418394e-04       2.231969418394e-04       2.251598394739e-04 
       1.078756291259e-03      -3.590327312162e-01      -3.069538376871e-01      -3.070097227780e-01      -3.568194423019e-01      -3.036814684027e-01      -3.036814684027e-01      -3.036814684027e-01      -3.072097508983e-01      -3.070060156326e-01       6.000170847543e-01       5.963118550589e-01       6.140194419261e-01       5.149753007760e-04       9.943460432918e-01      -1.416542767852e-06       3.881976507167e-06      -1.242546127543e-09       1.918236594389e-04       2.571131625139e-04       2.571199985850e-04       5.103569630812e-04       1.904788515387e-04       2.538410330833e-04       2.538410330833e-04       2.538410330833e-04       2.563884482926e-04 
       1.150949911972e-03      -4.010729376450e-01      -3.492173427684e-01      -3.492897381856e-01      -3.982687689143e-01      -3.447608806468e-01      -3.447608806468e-01      -3.447608806468e-01      -3.494337320420e-01      -3.492841525843e-01       5.994840319087e-01       5.958740104725e-01       6.985794717200e-01       5.857640297331e-04       9.935822481283e-01      -1.594531900386e-06       4.328524759290e-06      -1.397198943624e-09       2.089131178099e-04       2.924180970050e-04       2.924269439166e-04       5.805239944031e-04       2.072573795941e-04       2.881937328341e-04       2.881937328341e-04       2.881937328341e-04       2.914895678203e-04 
       1.226889425968e-03      -4.462011044687e-01      -3.965714498010e-01      -3.966648984067e-01      -4.426710229557e-01      -3.905804934202e-01      -3.905804934202e-01      -3.905804934202e-01      -3.967232276892e-01      -3.966568117271e-01       5.988904290996e-01       5.953849585179e-01       7.933297908825e-01       6.650470622676e-04       9.927305798051e-01      -1.789301510728e-06       4.805524809218e-06      -1.565999665669e-09       2.256934440863e-04       3.319497443433e-04       3.319611514027e-04       6.591150132548e-04       2.236777679012e-04       3.265177009008e-04       3.265177009008e-04       3.265177009008e-04       3.307658919419e-04 
       1.306482964625e-03      -4.941304627619e-01      -4.493811554853e-01      -4.495012731139e-01      -4.897188122526e-01      -4.414213331403e-01      -4.414213331403e-01      -4.414213331403e-01      -4.494360461438e-01      -4.494899020450e-01       5.982329536560e-01       5.948414691593e-01       8.990025387075e-01       7.534247270123e-04       9.917858938479e-01      -2.000810451896e-06       5.309233155435e-06      -1.748769944945e-09       2.415881252347e-04       3.760045207502e-04       3.760191652966e-04       7.467268318377e-04       2.391661547023e-04       3.690517794931e-04       3.690517794931e-04       3.690517794931e-04       3.745035769250e-04 
       1.389603963905e-03      -5.444486331163e-01      -5.079880634326e-01      -5.081417335172e-01      -5.389797446077e-01      -4.975272003724e-01      -4.975272003724e-01      -4.975272003724e-01      -5.079054677218e-01      -5.081261039080e-01       5.975088164721e-01       5.942406622494e-01       1.016283457558e+00       8.514562123164e-04       9.907437395585e-01      -2.228646361433e-06       5.834501050435e-06      -1.944986312720e-09       2.559249611721e-04       4.248579581958e-04       4.248766681158e-04       8.439159406431e-04       2.530582873074e-04       4.160050587862e-04       4.160050587862e-04       4.160050587862e-04       4.229668541547e-04 
       1.476097231858e-03      -5.966180221629e-01      -5.727051960699e-01      -5.729007638693e-01      -5.898982650151e-01      -5.590988589538e-01      -5.590988589538e-01      -5.590988589538e-01      -5.724350672121e-01      -5.728796796544e-01       5.967158416540e-01       5.935800741159e-01       1.145801515878e+00       9.596508378387e-04       9.896004745647e-01      -2.472005806257e-06       6.374803061883e-06      -2.153764117449e-09       2.679527901822e-04       4.787604286474e-04       4.787842045478e-04       9.511899277577e-04       2.646179366238e-04       4.675523645659e-04       4.675523645659e-04       4.675523645659e-04       4.763939330488e-04 
       1.565785801244e-03      -6.499831467121e-01      -6.438133686759e-01      -6.440608613512e-01      -6.418045779697e-01      -6.262901106460e-01      -6.262901106460e-01      -6.262901106460e-01      -6.432951698895e-01      -6.440328701923e-01       5.958525187875e-01       5.928577050204e-01       1.288121707966e+00       1.078462056201e-03       9.883533414887e-01      -2.729692452933e-06       6.922347347520e-06      -2.373858304911e-09       2.768664784162e-04       5.379342580540e-04       5.379642980849e-04       1.069001601447e-03       2.730635496441e-04       5.238313638883e-04       5.238313638883e-04       5.238313638883e-04       5.349943679396e-04 
       1.658477934856e-03      -7.037845515651e-01      -7.215591651068e-01      -7.218705142336e-01      -6.939304476102e-01      -6.992057789556e-01      -6.992057789556e-01      -6.992057789556e-01      -7.207209375407e-01      -7.218338723832e-01       5.949180054571e-01       5.920720251741e-01       1.443741010296e+00       1.208284177329e-03       9.870004718471e-01      -3.000132315733e-06       7.468263901754e-06      -2.603680298124e-09       2.818392664365e-04       6.025722309149e-04       6.026099556045e-04       1.197745811069e-03       2.776021516689e-04       5.849412959178e-04       5.849412959178e-04       5.849412959178e-04       5.989478773554e-04 
       1.753973745559e-03      -7.571787590261e-01      -8.061544034177e-01      -8.065436816020e-01      -7.454309611488e-01      -7.779014794747e-01      -7.779014794747e-01      -7.779014794747e-01      -8.049119973593e-01      -8.064963167520e-01       5.939121396234e-01       5.912219982951e-01       1.613087340974e+00       1.349451674785e-03       9.855409134799e-01      -3.281405744917e-06       8.002862589196e-06      -2.841330308049e-09       2.820610314719e-04       6.728374046918e-04       6.728844827293e-04       1.337758819612e-03       2.774687380324e-04       6.509432318685e-04       6.509432318685e-04       6.509432318685e-04       6.684045248981e-04 
       1.852071042430e-03      -8.092630557228e-01      -8.977768195176e-01      -8.982604731108e-01      -7.954111540659e-01      -8.623848939001e-01      -8.623848939001e-01      -8.623848939001e-01      -8.960333112962e-01      -8.981999475810e-01       5.928354086598e-01       5.903070684793e-01       1.796520919246e+00       1.502240566937e-03       9.839745931266e-01      -3.571292877360e-06       8.515946709089e-06      -3.084642324940e-09       2.767803915217e-04       7.488639783007e-04       7.489223515212e-04       1.489319725642e-03       2.719689994456e-04       7.218615994239e-04       7.218615994239e-04       7.218615994239e-04       7.434859870399e-04 
       1.952570178899e-03      -8.591038773023e-01      -9.965716503855e-01      -9.971687507935e-01      -8.429560000765e-01      -9.526182265217e-01      -9.526182265217e-01      -9.526182265217e-01      -9.942169935563e-01      -9.970922223351e-01       5.916888993203e-01       5.893271334217e-01       1.994337469120e+00       1.666871391047e-03       9.823022529662e-01      -3.867330221642e-06       8.997165968842e-06      -3.331239446975e-09       2.653483643004e-04       8.307589609001e-04       8.308308708381e-04       1.652653450804e-03       2.605228452401e-04       7.976866937302e-04       7.976866937302e-04       7.976866937302e-04       8.242876379850e-04 
       2.055277826996e-03      -9.057672844063e-01      -1.102653888841e+00      -1.103386371497e+00      -8.871621868858e-01      -1.048521523135e+00      -1.048521523135e+00      -1.048521523135e+00      -1.099564792689e+00      -1.103290555559e+00       5.904742464931e-01       5.882825203441e-01       2.206772704234e+00       1.843513295540e-03       9.805253895949e-01      -4.166874648668e-06       9.436390751955e-06      -3.578596150064e-09       2.472611207021e-04       9.186044022777e-04       9.186924145601e-04       1.827934822334e-03       2.427061005328e-04       8.783778986661e-04       8.783778986661e-04       8.783778986661e-04       9.108811863666e-04 
       2.160009715576e-03      -9.483501966205e-01      -1.216110884128e+00      -1.217003800229e+00      -9.271701454300e-01      -1.149976546001e+00      -1.149976546001e+00      -1.149976546001e+00      -1.212150951535e+00      -1.216884930723e+00       5.891935728608e-01       5.871739554115e-01       2.434007554562e+00       2.032288775767e-03       9.786461800605e-01      -4.467172512017e-06       9.824090483957e-06      -3.824104965289e-09       2.221994328629e-04       1.012459930804e-03       1.012566960829e-03       2.015293272980e-03       2.182878657703e-04       9.638673416519e-04       9.638673416519e-04       9.638673416519e-04       1.003317595178e-03 
       2.266592444415e-03      -9.860100479071e-01      -1.337003940720e+00      -1.338085799658e+00      -9.621964763687e-01      -1.256830575675e+00      -1.256830575675e+00      -1.256830575675e+00      -1.332024164288e+00      -1.337939576337e+00       5.878489528354e-01       5.860020606258e-01       2.676171545405e+00       2.233276898480e-03       9.766666233503e-01      -4.765423145026e-06       1.015169014903e-05      -4.065141471025e-09       1.900624527582e-04       1.112364527777e-03       1.112493869925e-03       2.214816039686e-03       1.872615532531e-04       1.054063101649e-03       1.054063101649e-03       1.054063101649e-03       1.101629209445e-03 
       2.374864524001e-03      -1.017996028601e+00      -1.465374100614e+00      -1.466676950695e+00      -9.915580762402e-01      -1.368901708138e+00      -1.368901708138e+00      -1.368901708138e+00      -1.459213300007e+00      -1.466498524448e+00       5.864436568393e-01       5.847686242222e-01       2.933353838563e+00       2.446522895462e-03       9.745906252890e-01      -5.058867322179e-06       1.041193163847e-05      -4.299139482227e-09       1.509946068042e-04       1.218341436515e-03       1.218496777383e-03       2.426557590954e-03       1.498659312549e-04       1.148854801149e-03       1.148854801149e-03       1.148854801149e-03       1.205834880132e-03 
       2.484676800919e-03      -1.043672976701e+00      -1.601242350833e+00      -1.602802101391e+00      -1.014700450751e+00      -1.485982302392e+00      -1.485982302392e+00      -1.485982302392e+00      -1.593728104679e+00      -1.602586025483e+00       5.849809403145e-01       5.834754256729e-01       3.205604130123e+00       2.672039316168e-03       9.724220272461e-01      -5.344838878789e-06       1.059915033709e-05      -4.523648999043e-09       1.054024569460e-04       1.330398842707e-03       1.330584291794e-03       2.650540743153e-03       1.065983667295e-04       1.248116058696e-03       1.248116058696e-03       1.248116058696e-03       1.315940881109e-03 
       2.595892420260e-03      -1.062543721568e+00      -1.744612380235e+00      -1.746469065814e+00      -1.031217630705e+00      -1.607843231466e+00      -1.607843231466e+00      -1.607843231466e+00      -1.735562108838e+00      -1.746209254700e+00       5.834641690072e-01       5.821243895053e-01       3.492938048222e+00       2.909810905578e-03       9.701648382165e-01      -5.620828682013e-06       1.070952232281e-05      -4.736396108165e-09       5.396192793739e-05       1.448532376636e-03       1.448752489034e-03       2.886761403022e-03       5.821554458621e-05       1.351708245622e-03       1.351708245622e-03       1.351708245622e-03       1.431943501894e-03 
       2.708386457651e-03      -1.074266965714e+00      -1.895473150567e+00      -1.897671113394e+00      -1.040867045556e+00      -1.734237941698e+00      -1.734237941698e+00      -1.734237941698e+00      -1.884695301110e+00      -1.897360813235e+00       5.818968762138e-01       5.807176696859e-01       3.795342131738e+00       3.159799127070e-03       9.678233566504e-01      -5.884541968309e-06       1.074125093817e-05      -4.935336720809e-09      -2.385490791133e-06       1.572727398932e-03       1.572987188535e-03       3.135192935104e-03       5.722781098375e-06       1.459484004881e-03       1.459484004881e-03       1.459484004881e-03       1.553831324440e-03 
       2.822045330416e-03      -1.078670106201e+00      -2.053800625756e+00      -2.056388829591e+00      -1.043579295223e+00      -1.864906129792e+00      -1.864906129792e+00      -1.864906129792e+00      -2.041096122416e+00      -2.056020570879e+00       5.802826551976e-01       5.792575673492e-01       4.112777551612e+00       3.421945569549e-03       9.654020155945e-01      -6.133947453471e-06       1.069468536224e-05      -5.118702897684e-09      -6.244800130922e-05       1.702960656845e-03       1.703265627732e-03       3.395789389257e-03      -4.964817587835e-05       1.571290205052e-03       1.571290205052e-03       1.571290205052e-03       1.681586797834e-03 
       2.936766074157e-03      -1.075756731053e+00      -2.219559910253e+00      -2.222592133427e+00      -1.039461787703e+00      -1.999577357636e+00      -1.999577357636e+00      -1.999577357636e+00      -2.204723607482e+00      -2.222157700131e+00       5.786251839428e-01       5.777465777833e-01       4.445184145928e+00       3.696175614559e-03       9.629054470831e-01      -6.367317830833e-06       1.057236990150e-05      -5.285040576290e-09      -1.248095993293e-04       1.839202064250e-03       1.839558223684e-03       3.668488977442e-03      -1.064722699331e-04       1.686970854873e-03       1.686970854873e-03       1.686970854873e-03       1.815187801560e-03 
       3.052455549954e-03      -1.065708490672e+00      -2.392706410576e+00      -2.396241485813e+00      -1.028796911633e+00      -2.137974159805e+00      -2.137974159805e+00      -2.137974159805e+00      -2.375528672969e+00      -2.395731878449e+00       5.769280754683e-01       5.761872602936e-01       4.792482836554e+00       3.982400702684e-03       9.603382535534e-01      -6.583260518213e-06       1.037901976225e-05      -5.433238072974e-09      -1.878668105049e-04       1.981415709621e-03       1.981829589529e-03       3.953216129564e-03      -1.631744014110e-04       1.806369296237e-03       1.806369296237e-03       1.806369296237e-03       1.954608371593e-03 
       3.169029629527e-03      -1.048881953692e+00      -2.573187509566e+00      -2.577289645656e+00      -1.012034011861e+00      -2.279815226182e+00      -2.279815226182e+00      -2.279815226182e+00      -2.553455890068e+00      -2.576695032336e+00       5.751949366851e-01       5.745823128201e-01       5.154579141360e+00       4.280521438204e-03       9.577051238195e-01      -6.780742021712e-06       1.012143047717e-05      -5.562547003330e-09      -2.498747170017e-04       2.129561237219e-03       2.130039923461e-03       4.249884360780e-03      -2.180808895785e-04       1.929330549065e-03       1.929330549065e-03       1.929330549065e-03       2.099819702513e-03 
