# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04863e-05 to 26.3672 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                    9:h                     10:h_prime               11:eta                   12:eta_prime             13:H_T_Nb_prime          14:t_g                   15:t_b                   16:t_cdm                 17:t_ur                  18:t_tot              
       3.314195106625e-02      -3.376226467498e-01      -1.084647956296e+02      -1.276685423021e+02      -3.336058352616e-01      -1.232737370525e+02       2.446568015713e-01       2.446567358610e-01       2.553194203321e+02       2.031307802973e-01       4.088147967328e-01      -3.630241079785e-06       2.856276523183e-07       1.481779590408e-05       9.992378051039e-02       1.015547892646e-01      -3.749004802888e-05       9.973348634539e-02 
       4.114144134525e-02      -2.720165440856e-01      -1.324728321555e+02      -1.609659011954e+02      -2.719096640511e-01      -1.547749227182e+02       1.993372820438e-01       1.993372822192e-01       3.219172131801e+02       2.550756384149e-01       3.331102755065e-01      -2.997113585877e-06       9.356503941429e-08      -8.793648834085e-06       1.252759336502e-01       1.275289214218e-01      -9.064939680244e-06       1.252108827923e-01 
       4.785458317158e-02      -2.361308008483e-01      -1.563932639483e+02      -1.888909781880e+02      -2.360458725303e-01      -1.817670895546e+02       1.730283842728e-01       1.730283842639e-01       3.777695008215e+02       2.994615304649e-01       2.891092899011e-01      -2.558691479095e-06       7.904937491629e-08      -7.682774440108e-06       1.473687909729e-01       1.497231679038e-01      -7.595343260585e-06       1.470456036235e-01 
       5.272882343130e-02      -2.169283728982e-01      -1.774950001583e+02      -2.101189343764e+02      -2.168499857565e-01      -2.027278003415e+02       1.589525272660e-01       1.589525272706e-01       4.202266978201e+02       3.338519273444e-01       2.655455807029e-01      -2.294934893695e-06       7.092224871539e-08      -6.892385914198e-06       1.647554601526e-01       1.669191499306e-01      -6.814614989121e-06       1.640036344587e-01 
       5.675331996208e-02      -2.040761408837e-01      -1.970148030488e+02      -2.283469131231e+02      -2.040023406580e-01      -2.209383583207e+02       1.495338732050e-01       1.495338732049e-01       4.566835520437e+02       3.637004967354e-01       2.497725482015e-01      -2.110690102961e-06       6.522561717830e-08      -6.340992762387e-06       1.799493523215e-01       1.818439815855e-01      -6.266817675976e-06       1.787375598117e-01 
       6.034897502544e-02      -1.941169667882e-01      -2.153318819738e+02      -2.449751549060e+02      -1.940466491517e-01      -2.376280099088e+02       1.422359437577e-01       1.422359437578e-01       4.899407193514e+02       3.910514273128e-01       2.375528722601e-01      -1.970294040668e-06       6.088374964589e-08      -5.920606392102e-06       1.938890075825e-01       1.955198639235e-01      -5.849720372687e-06       1.922411085783e-01 
       6.370380417101e-02      -1.856312752633e-01      -2.323790966235e+02      -2.605050145635e+02      -1.855639450720e-01      -2.532061587187e+02       1.360177113439e-01       1.360177113438e-01       5.210009859767e+02       4.165911719063e-01       2.271467515797e-01      -1.857806138750e-06       5.740946659108e-08      -5.583816102640e-06       2.068707008932e-01       2.082900700541e-01      -5.515892296823e-06       2.048451414265e-01 
       6.691747935561e-02      -1.779142371587e-01      -2.479356236522e+02      -2.751053575619e+02      -1.778496509769e-01      -2.677806845408e+02       1.303624068008e-01       1.303624068009e-01       5.502021240909e+02       4.405063694886e-01       2.176900409906e-01      -1.764919318877e-06       5.453939929315e-08      -5.305345751267e-06       2.189557301516e-01       2.202479446159e-01      -5.240133086540e-06       2.166367219526e-01 
       7.004983228314e-02      -1.705805883514e-01      -2.617459852426e+02      -2.888065380149e+02      -1.705186465817e-01      -2.813383027982e+02       1.249876832673e-01       1.249876832673e-01       5.776048677385e+02       4.627818554575e-01       2.087100926188e-01      -1.686221398672e-06       5.210960177999e-08      -5.069230076624e-06       2.301140309713e-01       2.313859210547e-01      -5.006672116913e-06       2.276050078759e-01 
       7.314019767247e-02      -1.634182043922e-01      -2.735908470325e+02      -3.015862527712e+02      -1.633588732894e-01      -2.938271345325e+02       1.197381216922e-01       1.197381216922e-01       6.031646287509e+02       4.833363637999e-01       1.999461012486e-01      -1.618141145624e-06       5.000516321004e-08      -4.864388011292e-06       2.402914652943e-01       2.416633774254e-01      -4.804475044797e-06       2.377079688656e-01 
       7.621631593231e-02      -1.563224455881e-01      -2.833365871962e+02      -3.134160948785e+02      -1.562657251080e-01      -3.052031720382e+02       1.145370927151e-01       1.145370927151e-01       6.268246070649e+02       5.020986788584e-01       1.912686794366e-01      -1.557714623378e-06       4.813811193459e-08      -4.682334191588e-06       2.494485106404e-01       2.510447143416e-01      -4.625087574808e-06       2.469099661312e-01 
       7.929889497867e-02      -1.492630634021e-01      -2.909774943488e+02      -3.242939924659e+02      -1.492089572282e-01      -3.154638162037e+02       1.093625155225e-01       1.093625155225e-01       6.485806700707e+02       5.190625061959e-01       1.826393895073e-01      -1.502719927500e-06       4.643783305987e-08      -4.516282695634e-06       2.575887096860e-01       2.595267913749e-01      -4.461722969014e-06       2.552089160740e-01 
       8.240414711133e-02      -1.422636567946e-01      -2.966683881110e+02      -3.342673021639e+02      -1.422121529008e-01      -3.246721425655e+02       1.042318081125e-01       1.042318081125e-01       6.685275402153e+02       5.343261674467e-01       1.740856534088e-01      -1.451179284310e-06       4.484599935133e-08      -4.360654781989e-06       2.647792821218e-01       2.671587749452e-01      -4.308778185159e-06       2.626559455485e-01 
       8.554529314660e-02      -1.353864950987e-01      -3.007443675299e+02      -3.434492460811e+02      -1.353375516066e-01      -3.329736475578e+02       9.919074764411e-02       9.919074764411e-02       6.868916692426e+02       5.481201441793e-01       1.656822202263e-01      -1.401615440610e-06       4.331482095370e-08      -4.210895303679e-06       2.711648261072e-01       2.740559104280e-01      -4.161661665991e-06       2.693689397094e-01 
       8.873350119464e-02      -1.287194212500e-01      -3.037265982843e+02      -3.520283119937e+02      -1.286729572301e-01      -3.406049917000e+02       9.430385618194e-02       9.430385618194e-02       7.040500386792e+02       5.608216918009e-01       1.575351940269e-01      -1.352788643838e-06       4.180637732023e-08      -4.063406013857e-06       2.769737779537e-01       2.804068291708e-01      -4.016729690684e-06       2.755396078856e-01 
       9.197849760770e-02      -1.223625168466e-01      -3.063030862310e+02      -3.602679763945e+02      -1.223184085988e-01      -3.478908564575e+02       8.964461368876e-02       8.964461368876e-02       7.205296058432e+02       5.729504442785e-01       1.497658076716e-01      -1.303829175297e-06       4.029316807313e-08      -3.915593715169e-06       2.825136002292e-01       2.864713507995e-01      -3.871339743407e-06       2.814309256740e-01 
       9.528897851994e-02      -1.164150680235e-01      -3.092894870457e+02      -3.684961526932e+02      -1.163731505943e-01      -3.552291791654e+02       8.528589593066e-02       8.528589593066e-02       7.369862002390e+02       5.851451701917e-01       1.424945573167e-01      -1.254183030419e-06       3.875814725165e-08      -3.765867067699e-06       2.881557112943e-01       2.925688612418e-01      -3.723854031205e-06       2.873651731018e-01 
